Freq(Hz), SPL(dB), Phase(degrees)
13261.597, 41.290, -83.724
13261.963, 41.291, -83.729
13262.329, 41.292, -83.737
13262.695, 41.292, -83.745
13263.062, 41.291, -83.749
13263.428, 41.291, -83.749
13263.794, 41.290, -83.746
13264.160, 41.291, -83.743
13264.526, 41.292, -83.743
13264.893, 41.293, -83.747
13265.259, 41.293, -83.756
13265.625, 41.293, -83.769
13265.991, 41.292, -83.781
13266.357, 41.290, -83.790
13266.724, 41.287, -83.789
13267.090, 41.285, -83.776
13267.456, 41.284, -83.751
13267.822, 41.286, -83.726
13268.188, 41.290, -83.715
13268.555, 41.295, -83.727
13268.921, 41.297, -83.758
13269.287, 41.295, -83.791
13269.653, 41.289, -83.802
13270.020, 41.283, -83.779
13270.386, 41.281, -83.731
13270.752, 41.285, -83.683
13271.118, 41.292, -83.660
13271.484, 41.300, -83.674
13271.851, 41.304, -83.717
13272.217, 41.304, -83.768
13272.583, 41.299, -83.807
13272.949, 41.291, -83.821
13273.315, 41.284, -83.809
13273.682, 41.278, -83.775
13274.048, 41.276, -83.730
13274.414, 41.278, -83.686
13274.780, 41.283, -83.659
13275.146, 41.288, -83.658
13275.513, 41.292, -83.677
13275.879, 41.292, -83.703
13276.245, 41.290, -83.714
13276.611, 41.288, -83.705
13276.978, 41.290, -83.688
13277.344, 41.295, -83.686
13277.710, 41.299, -83.715
13278.076, 41.300, -83.767
13278.442, 41.295, -83.816
13278.809, 41.286, -83.834
13279.175, 41.278, -83.814
13279.541, 41.275, -83.773
13279.907, 41.276, -83.738
13280.273, 41.279, -83.727
13280.640, 41.281, -83.736
13281.006, 41.280, -83.751
13281.372, 41.278, -83.756
13281.738, 41.277, -83.755
13282.104, 41.277, -83.757
13282.471, 41.276, -83.767
13282.837, 41.274, -83.775
13283.203, 41.270, -83.767
13283.569, 41.268, -83.735
13283.936, 41.271, -83.696
13284.302, 41.279, -83.677
13284.668, 41.289, -83.703
13285.034, 41.294, -83.767
13285.400, 41.292, -83.841
13285.767, 41.284, -83.884
13286.133, 41.274, -83.877
13286.499, 41.268, -83.830
13286.865, 41.269, -83.775
13287.231, 41.275, -83.743
13287.598, 41.281, -83.745
13287.964, 41.283, -83.767
13288.330, 41.282, -83.785
13288.696, 41.279, -83.784
13289.062, 41.277, -83.766
13289.429, 41.277, -83.744
13289.795, 41.278, -83.730
13290.161, 41.280, -83.727
13290.527, 41.280, -83.727
13290.894, 41.280, -83.726
13291.260, 41.279, -83.723
13291.626, 41.280, -83.722
13291.992, 41.281, -83.729
13292.358, 41.281, -83.743
13292.725, 41.279, -83.757
13293.091, 41.277, -83.767
13293.457, 41.275, -83.771
13293.823, 41.274, -83.774
13294.189, 41.273, -83.780
13294.556, 41.272, -83.789
13294.922, 41.270, -83.796
13295.288, 41.268, -83.799
13295.654, 41.267, -83.798
13296.021, 41.267, -83.799
13296.387, 41.266, -83.806
13296.753, 41.264, -83.814
13297.119, 41.260, -83.813
13297.485, 41.257, -83.793
13297.852, 41.255, -83.754
13298.218, 41.257, -83.710
13298.584, 41.263, -83.681
13298.950, 41.271, -83.683
13299.316, 41.277, -83.717
13299.683, 41.278, -83.765
13300.049, 41.274, -83.803
13300.415, 41.267, -83.813
13300.781, 41.262, -83.794
13301.147, 41.261, -83.762
13301.514, 41.263, -83.739
13301.880, 41.267, -83.743
13302.246, 41.269, -83.771
13302.612, 41.268, -83.808
13302.979, 41.262, -83.832
13303.345, 41.256, -83.830
13303.711, 41.251, -83.805
13304.077, 41.251, -83.772
13304.443, 41.253, -83.750
13304.810, 41.257, -83.746
13305.176, 41.259, -83.758
13305.542, 41.261, -83.778
13305.908, 41.260, -83.797
13306.274, 41.258, -83.809
13306.641, 41.256, -83.813
13307.007, 41.254, -83.806
13307.373, 41.254, -83.791
13307.739, 41.255, -83.773
13308.105, 41.258, -83.763
13308.472, 41.262, -83.772
13308.838, 41.265, -83.799
13309.204, 41.263, -83.828
13309.570, 41.258, -83.838
13309.937, 41.254, -83.821
13310.303, 41.252, -83.786
13310.669, 41.255, -83.756
13311.035, 41.260, -83.751
13311.401, 41.263, -83.770
13311.768, 41.261, -83.791
13312.134, 41.258, -83.794
13312.500, 41.255, -83.773
13312.866, 41.256, -83.749
13313.232, 41.260, -83.744
13313.599, 41.262, -83.766
13313.965, 41.260, -83.795
13314.331, 41.254, -83.803
13314.697, 41.249, -83.773
13315.063, 41.249, -83.722
13315.430, 41.256, -83.685
13315.796, 41.265, -83.693
13316.162, 41.272, -83.745
13316.528, 41.271, -83.813
13316.895, 41.264, -83.858
13317.261, 41.256, -83.861
13317.627, 41.251, -83.831
13317.993, 41.250, -83.791
13318.359, 41.253, -83.766
13318.726, 41.257, -83.758
13319.092, 41.260, -83.760
13319.458, 41.262, -83.762
13319.824, 41.265, -83.765
13320.190, 41.268, -83.777
13320.557, 41.270, -83.801
13320.923, 41.269, -83.831
13321.289, 41.265, -83.850
13321.655, 41.260, -83.847
13322.021, 41.257, -83.825
13322.388, 41.257, -83.802
13322.754, 41.258, -83.796
13323.120, 41.259, -83.810
13323.486, 41.255, -83.828
13323.853, 41.249, -83.828
13324.219, 41.243, -83.798
13324.585, 41.241, -83.751
13324.951, 41.245, -83.714
13325.317, 41.251, -83.710
13325.684, 41.255, -83.742
13326.050, 41.254, -83.787
13326.416, 41.248, -83.815
13326.782, 41.242, -83.810
13327.148, 41.239, -83.782
13327.515, 41.241, -83.760
13327.881, 41.246, -83.765
13328.247, 41.249, -83.798
13328.613, 41.247, -83.837
13328.979, 41.242, -83.856
13329.346, 41.238, -83.848
13329.712, 41.237, -83.828
13330.078, 41.239, -83.818
13330.444, 41.241, -83.826
13330.811, 41.241, -83.842
13331.177, 41.237, -83.843
13331.543, 41.234, -83.818
13331.909, 41.235, -83.776
13332.275, 41.240, -83.743
13332.642, 41.247, -83.740
13333.008, 41.252, -83.768
13333.374, 41.253, -83.808
13333.740, 41.249, -83.835
13334.106, 41.243, -83.835
13334.473, 41.240, -83.816
13334.839, 41.239, -83.796
13335.205, 41.240, -83.788
13335.571, 41.239, -83.791
13335.938, 41.237, -83.792
13336.304, 41.235, -83.780
13336.670, 41.235, -83.757
13337.036, 41.238, -83.741
13337.402, 41.244, -83.749
13337.769, 41.248, -83.785
13338.135, 41.247, -83.836
13338.501, 41.243, -83.876
13338.867, 41.236, -83.886
13339.233, 41.231, -83.865
13339.600, 41.232, -83.833
13339.966, 41.236, -83.814
13340.332, 41.242, -83.823
13340.698, 41.245, -83.856
13341.064, 41.245, -83.892
13341.431, 41.242, -83.914
13341.797, 41.238, -83.916
13342.163, 41.236, -83.906
13342.529, 41.236, -83.894
13342.896, 41.236, -83.886
13343.262, 41.235, -83.877
13343.628, 41.234, -83.864
13343.994, 41.234, -83.846
13344.360, 41.236, -83.830
13344.727, 41.238, -83.821
13345.093, 41.240, -83.822
13345.459, 41.241, -83.828
13345.825, 41.241, -83.834
13346.191, 41.240, -83.841
13346.558, 41.239, -83.852
13346.924, 41.237, -83.866
13347.290, 41.232, -83.873
13347.656, 41.226, -83.860
13348.022, 41.222, -83.822
13348.389, 41.222, -83.774
13348.755, 41.228, -83.742
13349.121, 41.234, -83.746
13349.487, 41.238, -83.785
13349.854, 41.236, -83.830
13350.220, 41.229, -83.849
13350.586, 41.222, -83.827
13350.952, 41.220, -83.780
13351.318, 41.224, -83.743
13351.685, 41.231, -83.744
13352.051, 41.235, -83.781
13352.417, 41.232, -83.824
13352.783, 41.225, -83.838
13353.149, 41.219, -83.812
13353.516, 41.219, -83.765
13353.882, 41.225, -83.734
13354.248, 41.232, -83.747
13354.614, 41.237, -83.799
13354.980, 41.234, -83.861
13355.347, 41.225, -83.893
13355.713, 41.216, -83.879
13356.079, 41.211, -83.831
13356.445, 41.213, -83.780
13356.812, 41.220, -83.756
13357.178, 41.226, -83.770
13357.544, 41.229, -83.808
13357.910, 41.228, -83.845
13358.276, 41.224, -83.860
13358.643, 41.219, -83.849
13359.009, 41.218, -83.821
13359.375, 41.220, -83.795
13359.741, 41.225, -83.784
13360.107, 41.229, -83.795
13360.474, 41.231, -83.822
13360.840, 41.230, -83.850
13361.206, 41.225, -83.862
13361.572, 41.220, -83.850
13361.938, 41.217, -83.814
13362.305, 41.218, -83.770
13362.671, 41.223, -83.736
13363.037, 41.230, -83.731
13363.403, 41.235, -83.755
13363.770, 41.237, -83.798
13364.136, 41.234, -83.836
13364.502, 41.229, -83.853
13364.868, 41.224, -83.843
13365.234, 41.221, -83.818
13365.601, 41.223, -83.796
13365.967, 41.226, -83.796
13366.333, 41.228, -83.818
13366.699, 41.227, -83.850
13367.065, 41.222, -83.872
13367.432, 41.216, -83.868
13367.798, 41.212, -83.841
13368.164, 41.211, -83.806
13368.530, 41.213, -83.783
13368.896, 41.215, -83.779
13369.263, 41.215, -83.785
13369.629, 41.213, -83.783
13369.995, 41.211, -83.760
13370.361, 41.212, -83.725
13370.728, 41.217, -83.699
13371.094, 41.224, -83.705
13371.460, 41.229, -83.743
13371.826, 41.228, -83.792
13372.192, 41.222, -83.822
13372.559, 41.214, -83.814
13372.925, 41.210, -83.776
13373.291, 41.212, -83.736
13373.657, 41.217, -83.721
13374.023, 41.222, -83.737
13374.390, 41.223, -83.771
13374.756, 41.222, -83.801
13375.122, 41.219, -83.814
13375.488, 41.217, -83.819
13375.854, 41.217, -83.828
13376.221, 41.216, -83.847
13376.587, 41.213, -83.868
13376.953, 41.207, -83.872
13377.319, 41.202, -83.849
13377.686, 41.202, -83.810
13378.052, 41.205, -83.777
13378.418, 41.212, -83.773
13378.784, 41.217, -83.801
13379.150, 41.217, -83.842
13379.517, 41.214, -83.870
13379.883, 41.209, -83.869
13380.249, 41.206, -83.845
13380.615, 41.208, -83.821
13380.981, 41.211, -83.817
13381.348, 41.214, -83.834
13381.714, 41.214, -83.861
13382.080, 41.210, -83.877
13382.446, 41.206, -83.872
13382.812, 41.204, -83.852
13383.179, 41.204, -83.833
13383.545, 41.206, -83.825
13383.911, 41.207, -83.829
13384.277, 41.206, -83.835
13384.644, 41.205, -83.831
13385.010, 41.204, -83.817
13385.376, 41.205, -83.800
13385.742, 41.207, -83.788
13386.108, 41.210, -83.786
13386.475, 41.212, -83.791
13386.841, 41.214, -83.797
13387.207, 41.215, -83.802
13387.573, 41.217, -83.809
13387.939, 41.218, -83.823
13388.306, 41.218, -83.841
13388.672, 41.217, -83.858
13389.038, 41.214, -83.865
13389.404, 41.211, -83.861
13389.771, 41.209, -83.848
13390.137, 41.208, -83.832
13390.503, 41.208, -83.818
13390.869, 41.208, -83.807
13391.235, 41.209, -83.798
13391.602, 41.211, -83.794
13391.968, 41.213, -83.799
13392.334, 41.214, -83.813
13392.700, 41.213, -83.834
13393.066, 41.210, -83.850
13393.433, 41.206, -83.854
13393.799, 41.203, -83.843
13394.165, 41.201, -83.824
13394.531, 41.202, -83.809
13394.897, 41.204, -83.808
13395.264, 41.206, -83.819
13395.630, 41.205, -83.835
13395.996, 41.203, -83.844
13396.362, 41.201, -83.845
13396.729, 41.201, -83.841
13397.095, 41.201, -83.840
13397.461, 41.201, -83.844
13397.827, 41.200, -83.851
13398.193, 41.198, -83.852
13398.560, 41.196, -83.842
13398.926, 41.196, -83.825
13399.292, 41.197, -83.811
13399.658, 41.200, -83.808
13400.024, 41.202, -83.818
13400.391, 41.202, -83.832
13400.757, 41.200, -83.839
13401.123, 41.199, -83.836
13401.489, 41.198, -83.825
13401.855, 41.199, -83.817
13402.222, 41.201, -83.818
13402.588, 41.202, -83.827
13402.954, 41.201, -83.834
13403.320, 41.200, -83.835
13403.687, 41.200, -83.830
13404.053, 41.201, -83.828
13404.419, 41.203, -83.836
13404.785, 41.204, -83.857
13405.151, 41.202, -83.881
13405.518, 41.198, -83.897
13405.884, 41.192, -83.895
13406.250, 41.188, -83.871
13406.616, 41.186, -83.835
13406.982, 41.187, -83.797
13407.349, 41.190, -83.771
13407.715, 41.194, -83.762
13408.081, 41.198, -83.769
13408.447, 41.199, -83.783
13408.813, 41.198, -83.792
13409.180, 41.198, -83.790
13409.546, 41.198, -83.781
13409.912, 41.201, -83.779
13410.278, 41.204, -83.796
13410.645, 41.206, -83.834
13411.011, 41.204, -83.884
13411.377, 41.198, -83.924
13411.743, 41.189, -83.938
13412.109, 41.181, -83.923
13412.476, 41.176, -83.888
13412.842, 41.176, -83.852
13413.208, 41.178, -83.830
13413.574, 41.182, -83.825
13413.940, 41.185, -83.838
13414.307, 41.188, -83.864
13414.673, 41.188, -83.896
13415.039, 41.186, -83.926
13415.405, 41.182, -83.943
13415.771, 41.177, -83.940
13416.138, 41.174, -83.916
13416.504, 41.174, -83.882
13416.870, 41.177, -83.855
13417.236, 41.181, -83.846
13417.603, 41.184, -83.852
13417.969, 41.185, -83.861
13418.335, 41.184, -83.861
13418.701, 41.184, -83.848
13419.067, 41.185, -83.830
13419.434, 41.187, -83.818
13419.800, 41.189, -83.815
13420.166, 41.190, -83.820
13420.532, 41.190, -83.824
13420.898, 41.190, -83.826
13421.265, 41.189, -83.828
13421.631, 41.189, -83.834
13421.997, 41.188, -83.843
13422.363, 41.185, -83.848
13422.729, 41.183, -83.845
13423.096, 41.182, -83.836
13423.462, 41.182, -83.830
13423.828, 41.183, -83.836
13424.194, 41.183, -83.852
13424.561, 41.181, -83.868
13424.927, 41.177, -83.872
13425.293, 41.174, -83.859
13425.659, 41.173, -83.836
13426.025, 41.175, -83.819
13426.392, 41.178, -83.815
13426.758, 41.179, -83.822
13427.124, 41.179, -83.828
13427.490, 41.178, -83.826
13427.856, 41.178, -83.817
13428.223, 41.178, -83.809
13428.589, 41.179, -83.810
13428.955, 41.179, -83.819
13429.321, 41.177, -83.824
13429.688, 41.174, -83.818
13430.054, 41.173, -83.801
13430.420, 41.174, -83.784
13430.786, 41.177, -83.782
13431.152, 41.179, -83.802
13431.519, 41.180, -83.838
13431.885, 41.177, -83.875
13432.251, 41.172, -83.897
13432.617, 41.168, -83.901
13432.983, 41.165, -83.893
13433.350, 41.165, -83.885
13433.716, 41.167, -83.887
13434.082, 41.170, -83.902
13434.448, 41.171, -83.928
13434.814, 41.171, -83.957
13435.181, 41.169, -83.979
13435.547, 41.165, -83.984
13435.913, 41.162, -83.970
13436.279, 41.162, -83.941
13436.646, 41.164, -83.911
13437.012, 41.169, -83.894
13437.378, 41.174, -83.897
13437.744, 41.176, -83.915
13438.110, 41.175, -83.932
13438.477, 41.171, -83.933
13438.843, 41.167, -83.911
13439.209, 41.166, -83.875
13439.575, 41.167, -83.840
13439.941, 41.170, -83.821
13440.308, 41.173, -83.824
13440.674, 41.174, -83.842
13441.040, 41.171, -83.861
13441.406, 41.167, -83.870
13441.772, 41.162, -83.864
13442.139, 41.159, -83.848
13442.505, 41.158, -83.830
13442.871, 41.158, -83.820
13443.237, 41.159, -83.822
13443.604, 41.160, -83.832
13443.970, 41.160, -83.841
13444.336, 41.159, -83.845
13444.702, 41.160, -83.844
13445.068, 41.163, -83.847
13445.435, 41.167, -83.865
13445.801, 41.169, -83.899
13446.167, 41.168, -83.938
13446.533, 41.164, -83.961
13446.899, 41.159, -83.957
13447.266, 41.156, -83.928
13447.632, 41.158, -83.894
13447.998, 41.162, -83.876
13448.364, 41.166, -83.885
13448.730, 41.167, -83.909
13449.097, 41.164, -83.927
13449.463, 41.159, -83.920
13449.829, 41.155, -83.891
13450.195, 41.155, -83.854
13450.562, 41.158, -83.831
13450.928, 41.161, -83.828
13451.294, 41.162, -83.839
13451.660, 41.161, -83.849
13452.026, 41.159, -83.850
13452.393, 41.158, -83.846
13452.759, 41.158, -83.846
13453.125, 41.159, -83.857
13453.491, 41.158, -83.876
13453.857, 41.155, -83.891
13454.224, 41.152, -83.892
13454.590, 41.149, -83.879
13454.956, 41.149, -83.859
13455.322, 41.150, -83.844
13455.688, 41.152, -83.836
13456.055, 41.154, -83.831
13456.421, 41.156, -83.824
13456.787, 41.158, -83.813
13457.153, 41.163, -83.807
13457.520, 41.167, -83.813
13457.886, 41.171, -83.836
13458.252, 41.172, -83.868
13458.618, 41.171, -83.895
13458.984, 41.167, -83.905
13459.351, 41.164, -83.900
13459.717, 41.162, -83.890
13460.083, 41.161, -83.886
13460.449, 41.160, -83.890
13460.815, 41.157, -83.893
13461.182, 41.153, -83.883
13461.548, 41.150, -83.860
13461.914, 41.150, -83.835
13462.280, 41.153, -83.826
13462.646, 41.155, -83.840
13463.013, 41.154, -83.866
13463.379, 41.150, -83.884
13463.745, 41.144, -83.877
13464.111, 41.141, -83.848
13464.478, 41.142, -83.814
13464.844, 41.146, -83.796
13465.210, 41.150, -83.800
13465.576, 41.153, -83.819
13465.942, 41.154, -83.840
13466.309, 41.155, -83.858
13466.675, 41.154, -83.875
13467.041, 41.153, -83.895
13467.407, 41.150, -83.910
13467.773, 41.145, -83.906
13468.140, 41.141, -83.875
13468.506, 41.142, -83.826
13468.872, 41.149, -83.790
13469.238, 41.159, -83.794
13469.604, 41.166, -83.845
13469.971, 41.167, -83.919
13470.337, 41.161, -83.977
13470.703, 41.151, -83.995
13471.069, 41.143, -83.973
13471.436, 41.139, -83.935
13471.802, 41.140, -83.905
13472.168, 41.141, -83.891
13472.534, 41.141, -83.881
13472.900, 41.141, -83.861
13473.267, 41.143, -83.832
13473.633, 41.149, -83.810
13473.999, 41.157, -83.814
13474.365, 41.164, -83.850
13474.731, 41.166, -83.904
13475.098, 41.164, -83.952
13475.464, 41.159, -83.976
13475.830, 41.154, -83.974
13476.196, 41.152, -83.959
13476.562, 41.151, -83.946
13476.929, 41.152, -83.940
13477.295, 41.151, -83.937
13477.661, 41.151, -83.931
13478.027, 41.150, -83.919
13478.394, 41.151, -83.906
13478.760, 41.152, -83.899
13479.126, 41.153, -83.901
13479.492, 41.153, -83.910
13479.858, 41.151, -83.917
13480.225, 41.148, -83.914
13480.591, 41.146, -83.898
13480.957, 41.146, -83.877
13481.323, 41.147, -83.861
13481.689, 41.151, -83.861
13482.056, 41.153, -83.881
13482.422, 41.153, -83.913
13482.788, 41.149, -83.944
13483.154, 41.143, -83.958
13483.521, 41.137, -83.946
13483.887, 41.134, -83.916
13484.253, 41.134, -83.884
13484.619, 41.138, -83.868
13484.985, 41.141, -83.875
13485.352, 41.142, -83.895
13485.718, 41.140, -83.911
13486.084, 41.137, -83.907
13486.450, 41.135, -83.884
13486.816, 41.137, -83.856
13487.183, 41.141, -83.843
13487.549, 41.147, -83.854
13487.915, 41.149, -83.882
13488.281, 41.149, -83.912
13488.647, 41.146, -83.929
13489.014, 41.142, -83.928
13489.380, 41.141, -83.917
13489.746, 41.140, -83.908
13490.112, 41.140, -83.906
13490.479, 41.140, -83.909
13490.845, 41.139, -83.912
13491.211, 41.138, -83.912
13491.577, 41.137, -83.910
13491.943, 41.136, -83.910
13492.310, 41.134, -83.913
13492.676, 41.132, -83.916
13493.042, 41.130, -83.913
13493.408, 41.128, -83.905
13493.774, 41.128, -83.895
13494.141, 41.129, -83.889
13494.507, 41.130, -83.891
13494.873, 41.130, -83.899
13495.239, 41.130, -83.910
13495.605, 41.129, -83.917
13495.972, 41.128, -83.919
13496.338, 41.127, -83.914
13496.704, 41.127, -83.904
13497.070, 41.129, -83.893
13497.437, 41.132, -83.889
13497.803, 41.136, -83.898
13498.169, 41.139, -83.923
13498.535, 41.139, -83.955
13498.901, 41.135, -83.978
13499.268, 41.130, -83.977
13499.634, 41.126, -83.948
13500.000, 41.125, -83.904
13500.366, 41.129, -83.870
13500.732, 41.135, -83.866
13501.099, 41.139, -83.892
13501.465, 41.137, -83.925
13501.831, 41.131, -83.939
13502.197, 41.124, -83.915
13502.563, 41.121, -83.863
13502.930, 41.124, -83.811
13503.296, 41.131, -83.790
13503.662, 41.137, -83.810
13504.028, 41.139, -83.855
13504.395, 41.135, -83.895
13504.761, 41.129, -83.907
13505.127, 41.123, -83.888
13505.493, 41.122, -83.858
13505.859, 41.125, -83.842
13506.226, 41.127, -83.848
13506.592, 41.128, -83.868
13506.958, 41.126, -83.881
13507.324, 41.123, -83.874
13507.690, 41.123, -83.851
13508.057, 41.126, -83.831
13508.423, 41.132, -83.831
13508.789, 41.136, -83.855
13509.155, 41.138, -83.893
13509.521, 41.137, -83.928
13509.888, 41.133, -83.949
13510.254, 41.129, -83.954
13510.620, 41.127, -83.950
13510.986, 41.125, -83.945
13511.353, 41.124, -83.940
13511.719, 41.123, -83.937
13512.085, 41.122, -83.937
13512.451, 41.122, -83.943
13512.817, 41.121, -83.957
13513.184, 41.118, -83.972
13513.550, 41.113, -83.977
13513.916, 41.108, -83.966
13514.282, 41.105, -83.939
13514.648, 41.106, -83.910
13515.015, 41.109, -83.896
13515.381, 41.113, -83.902
13515.747, 41.114, -83.921
13516.113, 41.114, -83.937
13516.479, 41.113, -83.939
13516.846, 41.113, -83.929
13517.212, 41.116, -83.921
13517.578, 41.120, -83.928
13517.944, 41.123, -83.950
13518.311, 41.123, -83.975
13518.677, 41.121, -83.987
13519.043, 41.119, -83.978
13519.409, 41.119, -83.958
13519.775, 41.121, -83.945
13520.142, 41.124, -83.950
13520.508, 41.124, -83.964
13520.874, 41.121, -83.970
13521.240, 41.117, -83.952
13521.606, 41.116, -83.912
13521.973, 41.119, -83.873
13522.339, 41.125, -83.859
13522.705, 41.130, -83.878
13523.071, 41.131, -83.919
13523.438, 41.128, -83.954
13523.804, 41.121, -83.963
13524.170, 41.117, -83.948
13524.536, 41.116, -83.928
13524.902, 41.118, -83.923
13525.269, 41.119, -83.940
13525.635, 41.117, -83.969
13526.001, 41.113, -83.990
13526.367, 41.107, -83.990
13526.733, 41.103, -83.973
13527.100, 41.102, -83.949
13527.466, 41.103, -83.933
13527.832, 41.105, -83.929
13528.198, 41.106, -83.933
13528.564, 41.106, -83.937
13528.931, 41.105, -83.938
13529.297, 41.105, -83.936
13529.663, 41.105, -83.930
13530.029, 41.105, -83.924
13530.396, 41.106, -83.917
13530.762, 41.107, -83.914
13531.128, 41.109, -83.918
13531.494, 41.110, -83.930
13531.860, 41.109, -83.943
13532.227, 41.106, -83.947
13532.593, 41.104, -83.935
13532.959, 41.104, -83.914
13533.325, 41.106, -83.898
13533.691, 41.110, -83.903
13534.058, 41.112, -83.928
13534.424, 41.110, -83.956
13534.790, 41.105, -83.963
13535.156, 41.100, -83.939
13535.522, 41.100, -83.895
13535.889, 41.104, -83.859
13536.255, 41.112, -83.854
13536.621, 41.117, -83.882
13536.987, 41.118, -83.924
13537.354, 41.114, -83.953
13537.720, 41.109, -83.952
13538.086, 41.105, -83.930
13538.452, 41.105, -83.907
13538.818, 41.106, -83.898
13539.185, 41.105, -83.898
13539.551, 41.103, -83.892
13539.917, 41.101, -83.870
13540.283, 41.101, -83.838
13540.649, 41.106, -83.821
13541.016, 41.111, -83.839
13541.382, 41.113, -83.889
13541.748, 41.108, -83.943
13542.114, 41.099, -83.966
13542.480, 41.089, -83.942
13542.847, 41.084, -83.884
13543.213, 41.087, -83.830
13543.579, 41.096, -83.815
13543.945, 41.103, -83.846
13544.312, 41.105, -83.905
13544.678, 41.101, -83.955
13545.044, 41.095, -83.973
13545.410, 41.090, -83.957
13545.776, 41.089, -83.924
13546.143, 41.093, -83.900
13546.509, 41.099, -83.898
13546.875, 41.104, -83.916
13547.241, 41.107, -83.945
13547.607, 41.108, -83.975
13547.974, 41.108, -84.000
13548.340, 41.106, -84.017
13548.706, 41.103, -84.023
13549.072, 41.100, -84.017
13549.438, 41.099, -84.002
13549.805, 41.099, -83.984
13550.171, 41.099, -83.973
13550.537, 41.100, -83.968
13550.903, 41.099, -83.965
13551.270, 41.097, -83.953
13551.636, 41.097, -83.932
13552.002, 41.099, -83.912
13552.368, 41.103, -83.911
13552.734, 41.106, -83.938
13553.101, 41.104, -83.981
13553.467, 41.098, -84.014
13553.833, 41.088, -84.014
13554.199, 41.081, -83.975
13554.565, 41.079, -83.922
13554.932, 41.083, -83.886
13555.298, 41.088, -83.888
13555.664, 41.090, -83.917
13556.030, 41.087, -83.941
13556.396, 41.081, -83.931
13556.763, 41.078, -83.885
13557.129, 41.083, -83.832
13557.495, 41.093, -83.811
13557.861, 41.104, -83.844
13558.228, 41.110, -83.919
13558.594, 41.107, -83.997
13558.960, 41.099, -84.040
13559.326, 41.089, -84.036
13559.692, 41.084, -83.998
13560.059, 41.084, -83.957
13560.425, 41.087, -83.936
13560.791, 41.090, -83.937
13561.157, 41.090, -83.945
13561.523, 41.089, -83.945
13561.890, 41.088, -83.932
13562.256, 41.088, -83.916
13562.622, 41.091, -83.906
13562.988, 41.093, -83.911
13563.354, 41.094, -83.925
13563.721, 41.093, -83.940
13564.087, 41.092, -83.949
13564.453, 41.090, -83.951
13564.819, 41.089, -83.949
13565.186, 41.088, -83.950
13565.552, 41.087, -83.954
13565.918, 41.086, -83.962
13566.284, 41.084, -83.968
13566.650, 41.081, -83.967
13567.017, 41.079, -83.957
13567.383, 41.077, -83.938
13567.749, 41.077, -83.914
13568.115, 41.079, -83.896
13568.481, 41.083, -83.891
13568.848, 41.085, -83.902
13569.214, 41.085, -83.920
13569.580, 41.083, -83.929
13569.946, 41.079, -83.917
13570.312, 41.078, -83.886
13570.679, 41.081, -83.855
13571.045, 41.088, -83.845
13571.411, 41.094, -83.870
13571.777, 41.096, -83.921
13572.144, 41.093, -83.972
13572.510, 41.085, -83.995
13572.876, 41.078, -83.981
13573.242, 41.076, -83.948
13573.608, 41.078, -83.923
13573.975, 41.082, -83.930
13574.341, 41.085, -83.964
13574.707, 41.082, -84.002
13575.073, 41.077, -84.018
13575.439, 41.072, -84.004
13575.806, 41.072, -83.980
13576.172, 41.076, -83.971
13576.538, 41.080, -83.995
13576.904, 41.080, -84.040
13577.271, 41.075, -84.073
13577.637, 41.066, -84.068
13578.003, 41.060, -84.020
13578.369, 41.061, -83.952
13578.735, 41.069, -83.903
13579.102, 41.079, -83.897
13579.468, 41.086, -83.933
13579.834, 41.087, -83.984
13580.200, 41.081, -84.016
13580.566, 41.074, -84.010
13580.933, 41.068, -83.966
13581.299, 41.068, -83.906
13581.665, 41.074, -83.858
13582.031, 41.082, -83.844
13582.397, 41.090, -83.870
13582.764, 41.092, -83.921
13583.130, 41.089, -83.973
13583.496, 41.082, -84.001
13583.862, 41.074, -83.991
13584.229, 41.069, -83.953
13584.595, 41.071, -83.915
13584.961, 41.077, -83.904
13585.327, 41.082, -83.932
13585.693, 41.084, -83.988
13586.060, 41.080, -84.041
13586.426, 41.072, -84.066
13586.792, 41.064, -84.054
13587.158, 41.061, -84.020
13587.524, 41.063, -83.992
13587.891, 41.067, -83.988
13588.257, 41.070, -84.007
13588.623, 41.070, -84.031
13588.989, 41.066, -84.041
13589.355, 41.062, -84.026
13589.722, 41.061, -83.992
13590.088, 41.064, -83.959
13590.454, 41.069, -83.942
13590.820, 41.073, -83.945
13591.187, 41.075, -83.961
13591.553, 41.075, -83.977
13591.919, 41.073, -83.982
13592.285, 41.070, -83.974
13592.651, 41.068, -83.956
13593.018, 41.067, -83.936
13593.384, 41.067, -83.918
13593.750, 41.067, -83.905
13594.116, 41.068, -83.896
13594.482, 41.068, -83.889
13594.849, 41.069, -83.888
13595.215, 41.069, -83.895
13595.581, 41.069, -83.910
13595.947, 41.067, -83.929
13596.313, 41.062, -83.941
13596.680, 41.057, -83.937
13597.046, 41.054, -83.918
13597.412, 41.053, -83.894
13597.778, 41.056, -83.881
13598.145, 41.059, -83.891
13598.511, 41.061, -83.921
13598.877, 41.060, -83.955
13599.243, 41.056, -83.977
13599.609, 41.052, -83.979
13599.976, 41.050, -83.967
13600.342, 41.052, -83.959
13600.708, 41.055, -83.969
13601.074, 41.056, -83.997
13601.440, 41.055, -84.026
13601.807, 41.050, -84.039
13602.173, 41.047, -84.026
