Freq(Hz), SPL(dB), Phase(degrees)
1599.243, 55.919, -51.260
1599.609, 55.918, -51.262
1599.976, 55.918, -51.268
1600.342, 55.917, -51.274
1600.708, 55.916, -51.279
1601.074, 55.914, -51.282
1601.440, 55.913, -51.284
1601.807, 55.913, -51.286
1602.173, 55.912, -51.290
1602.539, 55.911, -51.295
1602.905, 55.910, -51.301
1603.271, 55.909, -51.306
1603.638, 55.908, -51.309
1604.004, 55.907, -51.310
1604.370, 55.906, -51.312
1604.736, 55.905, -51.314
1605.103, 55.905, -51.318
1605.469, 55.904, -51.322
1605.835, 55.903, -51.326
1606.201, 55.902, -51.329
1606.567, 55.901, -51.332
1606.934, 55.900, -51.335
1607.300, 55.900, -51.339
1607.666, 55.899, -51.342
1608.032, 55.898, -51.346
1608.398, 55.897, -51.349
1608.765, 55.896, -51.353
1609.131, 55.895, -51.357
1609.497, 55.894, -51.361
1609.863, 55.893, -51.365
1610.229, 55.892, -51.368
1610.596, 55.890, -51.368
1610.962, 55.889, -51.367
1611.328, 55.889, -51.367
1611.694, 55.889, -51.370
1612.061, 55.888, -51.376
1612.427, 55.887, -51.385
1612.793, 55.886, -51.392
1613.159, 55.885, -51.396
1613.525, 55.883, -51.398
1613.892, 55.882, -51.398
1614.258, 55.882, -51.400
1614.624, 55.881, -51.404
1614.990, 55.881, -51.410
1615.356, 55.880, -51.416
1615.723, 55.879, -51.421
1616.089, 55.878, -51.424
1616.455, 55.877, -51.426
1616.821, 55.876, -51.427
1617.188, 55.875, -51.429
1617.554, 55.875, -51.433
1617.920, 55.874, -51.438
1618.286, 55.873, -51.443
1618.652, 55.873, -51.448
1619.019, 55.871, -51.452
1619.385, 55.870, -51.455
1619.751, 55.869, -51.457
1620.117, 55.868, -51.459
1620.483, 55.868, -51.461
1620.850, 55.867, -51.464
1621.216, 55.866, -51.467
1621.582, 55.865, -51.472
1621.948, 55.864, -51.478
1622.314, 55.863, -51.482
1622.681, 55.862, -51.485
1623.047, 55.861, -51.488
1623.413, 55.860, -51.490
1623.779, 55.859, -51.493
1624.146, 55.858, -51.496
1624.512, 55.857, -51.500
1624.878, 55.856, -51.503
1625.244, 55.855, -51.506
1625.610, 55.855, -51.509
1625.977, 55.854, -51.512
1626.343, 55.853, -51.517
1626.709, 55.852, -51.522
1627.075, 55.851, -51.527
1627.441, 55.850, -51.530
1627.808, 55.849, -51.531
1628.174, 55.848, -51.532
1628.540, 55.848, -51.534
1628.906, 55.847, -51.537
1629.272, 55.847, -51.542
1629.639, 55.846, -51.548
1630.005, 55.845, -51.553
1630.371, 55.844, -51.556
1630.737, 55.842, -51.559
1631.104, 55.841, -51.561
1631.470, 55.841, -51.563
1631.836, 55.840, -51.567
1632.202, 55.839, -51.571
1632.568, 55.838, -51.575
1632.935, 55.837, -51.578
1633.301, 55.835, -51.580
1633.667, 55.834, -51.582
1634.033, 55.833, -51.583
1634.399, 55.833, -51.584
1634.766, 55.832, -51.588
1635.132, 55.831, -51.592
1635.498, 55.830, -51.597
1635.864, 55.829, -51.601
1636.230, 55.828, -51.604
1636.597, 55.827, -51.607
1636.963, 55.826, -51.610
1637.329, 55.826, -51.613
1637.695, 55.825, -51.617
1638.062, 55.824, -51.622
1638.428, 55.823, -51.626
1638.794, 55.822, -51.629
1639.160, 55.821, -51.633
1639.526, 55.821, -51.637
1639.893, 55.820, -51.641
1640.259, 55.819, -51.646
1640.625, 55.818, -51.650
1640.991, 55.817, -51.654
1641.357, 55.816, -51.656
1641.724, 55.815, -51.658
1642.090, 55.814, -51.660
1642.456, 55.814, -51.664
1642.822, 55.813, -51.669
1643.188, 55.812, -51.674
1643.555, 55.811, -51.679
1643.921, 55.810, -51.681
1644.287, 55.809, -51.682
1644.653, 55.808, -51.682
1645.020, 55.808, -51.685
1645.386, 55.808, -51.689
1645.752, 55.807, -51.695
1646.118, 55.806, -51.701
1646.484, 55.805, -51.706
1646.851, 55.804, -51.709
1647.217, 55.803, -51.712
1647.583, 55.802, -51.715
1647.949, 55.801, -51.719
1648.315, 55.799, -51.723
1648.682, 55.798, -51.726
1649.048, 55.797, -51.729
1649.414, 55.796, -51.731
1649.780, 55.795, -51.733
1650.146, 55.795, -51.737
1650.513, 55.794, -51.741
1650.879, 55.793, -51.746
1651.245, 55.792, -51.750
1651.611, 55.791, -51.754
1651.978, 55.790, -51.757
1652.344, 55.789, -51.760
1652.710, 55.788, -51.763
1653.076, 55.787, -51.766
1653.442, 55.787, -51.768
1653.809, 55.786, -51.770
1654.175, 55.786, -51.773
1654.541, 55.785, -51.778
1654.907, 55.785, -51.784
1655.273, 55.784, -51.791
1655.640, 55.783, -51.796
1656.006, 55.782, -51.800
1656.372, 55.780, -51.802
1656.738, 55.780, -51.804
1657.104, 55.779, -51.807
1657.471, 55.778, -51.811
1657.837, 55.777, -51.814
1658.203, 55.776, -51.817
1658.569, 55.774, -51.818
1658.936, 55.774, -51.819
1659.302, 55.773, -51.820
1659.668, 55.772, -51.822
1660.034, 55.772, -51.825
1660.400, 55.771, -51.829
1660.767, 55.770, -51.835
1661.133, 55.769, -51.840
1661.499, 55.768, -51.844
1661.865, 55.767, -51.847
1662.231, 55.765, -51.848
1662.598, 55.764, -51.850
1662.964, 55.764, -51.852
1663.330, 55.763, -51.856
1663.696, 55.762, -51.860
1664.062, 55.761, -51.865
1664.429, 55.760, -51.870
1664.795, 55.759, -51.873
1665.161, 55.758, -51.876
1665.527, 55.758, -51.878
1665.894, 55.757, -51.882
1666.260, 55.756, -51.886
1666.626, 55.755, -51.892
1666.992, 55.754, -51.897
1667.358, 55.753, -51.902
1667.725, 55.752, -51.906
1668.091, 55.751, -51.908
1668.457, 55.750, -51.910
1668.823, 55.749, -51.913
1669.189, 55.748, -51.915
1669.556, 55.748, -51.918
1669.922, 55.747, -51.921
1670.288, 55.746, -51.925
1670.654, 55.745, -51.928
1671.021, 55.745, -51.930
1671.387, 55.744, -51.933
1671.753, 55.743, -51.936
1672.119, 55.742, -51.939
1672.485, 55.742, -51.943
1672.852, 55.741, -51.946
1673.218, 55.740, -51.950
1673.584, 55.739, -51.955
1673.950, 55.739, -51.960
1674.316, 55.738, -51.965
1674.683, 55.736, -51.970
1675.049, 55.735, -51.974
1675.415, 55.734, -51.976
1675.781, 55.733, -51.978
1676.147, 55.732, -51.979
1676.514, 55.731, -51.980
1676.880, 55.730, -51.982
1677.246, 55.730, -51.985
1677.612, 55.729, -51.990
1677.979, 55.728, -51.995
1678.345, 55.727, -52.000
1678.711, 55.726, -52.005
1679.077, 55.725, -52.009
1679.443, 55.724, -52.012
1679.810, 55.724, -52.015
1680.176, 55.723, -52.018
1680.542, 55.722, -52.022
1680.908, 55.721, -52.025
1681.274, 55.720, -52.028
1681.641, 55.719, -52.030
1682.007, 55.719, -52.034
1682.373, 55.718, -52.038
1682.739, 55.717, -52.043
1683.105, 55.716, -52.048
1683.472, 55.715, -52.051
1683.838, 55.713, -52.053
1684.204, 55.712, -52.054
1684.570, 55.712, -52.055
1684.937, 55.711, -52.059
1685.303, 55.710, -52.063
1685.669, 55.709, -52.066
1686.035, 55.708, -52.068
1686.401, 55.707, -52.069
1686.768, 55.706, -52.069
1687.134, 55.706, -52.072
1687.500, 55.706, -52.077
1687.866, 55.705, -52.084
1688.232, 55.704, -52.092
1688.599, 55.703, -52.097
1688.965, 55.702, -52.099
1689.331, 55.701, -52.100
1689.697, 55.700, -52.102
1690.063, 55.699, -52.104
1690.430, 55.699, -52.108
1690.796, 55.698, -52.112
1691.162, 55.697, -52.115
1691.528, 55.696, -52.118
1691.895, 55.695, -52.120
1692.261, 55.694, -52.123
1692.627, 55.693, -52.127
1692.993, 55.693, -52.131
1693.359, 55.691, -52.135
1693.726, 55.690, -52.138
1694.092, 55.689, -52.140
1694.458, 55.688, -52.141
1694.824, 55.687, -52.144
1695.190, 55.687, -52.148
1695.557, 55.686, -52.154
1695.923, 55.685, -52.160
1696.289, 55.684, -52.166
1696.655, 55.683, -52.170
1697.021, 55.681, -52.173
1697.388, 55.680, -52.176
1697.754, 55.679, -52.178
1698.120, 55.679, -52.182
1698.486, 55.678, -52.185
1698.853, 55.677, -52.189
1699.219, 55.676, -52.193
1699.585, 55.676, -52.197
1699.951, 55.675, -52.201
1700.317, 55.675, -52.207
1700.684, 55.674, -52.212
1701.050, 55.673, -52.217
1701.416, 55.672, -52.221
1701.782, 55.670, -52.223
1702.148, 55.669, -52.223
1702.515, 55.669, -52.223
1702.881, 55.668, -52.224
1703.247, 55.668, -52.226
1703.613, 55.667, -52.230
1703.979, 55.666, -52.234
1704.346, 55.665, -52.238
1704.712, 55.664, -52.242
1705.078, 55.663, -52.244
1705.444, 55.662, -52.247
1705.811, 55.661, -52.249
1706.177, 55.661, -52.252
1706.543, 55.660, -52.256
1706.909, 55.659, -52.259
1707.275, 55.658, -52.263
1707.642, 55.657, -52.267
1708.008, 55.656, -52.271
1708.374, 55.655, -52.276
1708.740, 55.654, -52.281
1709.106, 55.653, -52.286
1709.473, 55.652, -52.290
1709.839, 55.651, -52.294
1710.205, 55.650, -52.298
1710.571, 55.649, -52.302
1710.938, 55.648, -52.305
1711.304, 55.647, -52.307
1711.670, 55.646, -52.307
1712.036, 55.646, -52.308
1712.402, 55.645, -52.311
1712.769, 55.645, -52.315
1713.135, 55.645, -52.321
1713.501, 55.644, -52.327
1713.867, 55.642, -52.331
1714.233, 55.641, -52.333
1714.600, 55.640, -52.335
1714.966, 55.640, -52.337
1715.332, 55.639, -52.340
1715.698, 55.638, -52.345
1716.064, 55.637, -52.349
1716.431, 55.636, -52.353
1716.797, 55.635, -52.355
1717.163, 55.634, -52.358
1717.529, 55.633, -52.361
1717.896, 55.632, -52.366
1718.262, 55.631, -52.370
1718.628, 55.630, -52.374
1718.994, 55.629, -52.377
1719.360, 55.628, -52.380
1719.727, 55.628, -52.383
1720.093, 55.627, -52.386
1720.459, 55.626, -52.390
1720.825, 55.625, -52.394
1721.191, 55.624, -52.397
1721.558, 55.624, -52.401
1721.924, 55.623, -52.405
1722.290, 55.622, -52.409
1722.656, 55.621, -52.412
1723.022, 55.620, -52.415
1723.389, 55.619, -52.416
1723.755, 55.618, -52.418
1724.121, 55.617, -52.419
1724.487, 55.617, -52.421
1724.854, 55.616, -52.424
1725.220, 55.615, -52.427
1725.586, 55.615, -52.431
1725.952, 55.614, -52.435
1726.318, 55.613, -52.440
1726.685, 55.612, -52.444
1727.051, 55.610, -52.448
1727.417, 55.609, -52.449
1727.783, 55.608, -52.451
1728.149, 55.607, -52.452
1728.516, 55.607, -52.456
1728.882, 55.606, -52.461
1729.248, 55.605, -52.468
1729.614, 55.604, -52.473
1729.980, 55.603, -52.477
1730.347, 55.601, -52.479
1730.713, 55.600, -52.480
1731.079, 55.600, -52.482
1731.445, 55.599, -52.485
1731.812, 55.599, -52.490
1732.178, 55.598, -52.495
1732.544, 55.597, -52.499
1732.910, 55.596, -52.502
1733.276, 55.595, -52.504
1733.643, 55.594, -52.507
1734.009, 55.594, -52.510
1734.375, 55.593, -52.515
1734.741, 55.592, -52.521
1735.107, 55.592, -52.526
1735.474, 55.590, -52.529
1735.840, 55.589, -52.532
1736.206, 55.589, -52.533
1736.572, 55.588, -52.535
1736.938, 55.587, -52.537
1737.305, 55.587, -52.541
1737.671, 55.586, -52.546
1738.037, 55.585, -52.552
1738.403, 55.584, -52.557
1738.770, 55.583, -52.561
1739.136, 55.582, -52.563
1739.502, 55.581, -52.564
1739.868, 55.580, -52.566
1740.234, 55.579, -52.570
1740.601, 55.578, -52.575
1740.967, 55.577, -52.581
1741.333, 55.576, -52.584
1741.699, 55.575, -52.586
1742.065, 55.574, -52.588
1742.432, 55.573, -52.590
1742.798, 55.573, -52.594
1743.164, 55.572, -52.599
1743.530, 55.571, -52.604
1743.896, 55.570, -52.609
1744.263, 55.569, -52.611
1744.629, 55.568, -52.612
1744.995, 55.567, -52.614
1745.361, 55.566, -52.616
1745.728, 55.566, -52.621
1746.094, 55.565, -52.626
1746.460, 55.564, -52.631
1746.826, 55.563, -52.635
1747.192, 55.562, -52.636
1747.559, 55.561, -52.637
1747.925, 55.561, -52.639
1748.291, 55.560, -52.642
1748.657, 55.560, -52.647
1749.023, 55.559, -52.653
1749.390, 55.558, -52.660
1749.756, 55.556, -52.665
1750.122, 55.555, -52.668
1750.488, 55.554, -52.670
1750.854, 55.553, -52.670
1751.221, 55.552, -52.671
1751.587, 55.551, -52.674
1751.953, 55.551, -52.678
1752.319, 55.550, -52.683
1752.686, 55.549, -52.689
1753.052, 55.548, -52.694
1753.418, 55.547, -52.697
1753.784, 55.546, -52.699
1754.150, 55.545, -52.701
1754.517, 55.544, -52.704
1754.883, 55.544, -52.708
1755.249, 55.543, -52.713
1755.615, 55.542, -52.716
1755.981, 55.541, -52.717
1756.348, 55.540, -52.718
1756.714, 55.540, -52.720
1757.080, 55.539, -52.724
1757.446, 55.539, -52.729
1757.812, 55.538, -52.735
1758.179, 55.537, -52.739
1758.545, 55.536, -52.742
1758.911, 55.535, -52.742
1759.277, 55.534, -52.743
1759.644, 55.533, -52.745
1760.010, 55.532, -52.748
1760.376, 55.532, -52.751
1760.742, 55.531, -52.754
1761.108, 55.530, -52.758
1761.475, 55.529, -52.763
1761.841, 55.529, -52.768
1762.207, 55.528, -52.775
1762.573, 55.526, -52.780
1762.939, 55.525, -52.782
1763.306, 55.524, -52.784
1763.672, 55.523, -52.785
1764.038, 55.522, -52.788
1764.404, 55.522, -52.793
1764.771, 55.521, -52.800
1765.137, 55.520, -52.805
1765.503, 55.519, -52.809
1765.869, 55.518, -52.811
1766.235, 55.517, -52.812
1766.602, 55.516, -52.816
1766.968, 55.515, -52.820
1767.334, 55.515, -52.825
1767.700, 55.513, -52.829
1768.066, 55.512, -52.831
1768.433, 55.511, -52.833
1768.799, 55.511, -52.835
1769.165, 55.510, -52.839
1769.531, 55.509, -52.844
1769.897, 55.508, -52.848
1770.264, 55.507, -52.851
1770.630, 55.506, -52.852
1770.996, 55.505, -52.854
1771.362, 55.504, -52.856
1771.729, 55.504, -52.860
1772.095, 55.503, -52.865
1772.461, 55.502, -52.868
1772.827, 55.500, -52.871
1773.193, 55.499, -52.871
1773.560, 55.499, -52.872
1773.926, 55.499, -52.874
1774.292, 55.498, -52.879
1774.658, 55.498, -52.886
1775.024, 55.497, -52.894
1775.391, 55.495, -52.899
1775.757, 55.494, -52.901
1776.123, 55.493, -52.901
1776.489, 55.492, -52.901
1776.855, 55.492, -52.903
1777.222, 55.492, -52.909
1777.588, 55.491, -52.917
1777.954, 55.490, -52.923
1778.320, 55.488, -52.926
1778.687, 55.487, -52.927
1779.053, 55.486, -52.927
1779.419, 55.486, -52.930
1779.785, 55.485, -52.934
1780.151, 55.484, -52.939
1780.518, 55.483, -52.943
1780.884, 55.482, -52.946
1781.250, 55.482, -52.948
1781.616, 55.481, -52.950
1781.982, 55.480, -52.954
1782.349, 55.480, -52.960
1782.715, 55.479, -52.965
1783.081, 55.478, -52.969
1783.447, 55.477, -52.972
1783.813, 55.476, -52.976
1784.180, 55.475, -52.979
1784.546, 55.474, -52.982
1784.912, 55.472, -52.984
1785.278, 55.471, -52.984
1785.645, 55.470, -52.985
1786.011, 55.470, -52.986
1786.377, 55.469, -52.989
1786.743, 55.469, -52.994
1787.109, 55.468, -52.999
1787.476, 55.467, -53.004
1787.842, 55.465, -53.007
1788.208, 55.464, -53.010
1788.574, 55.464, -53.012
1788.940, 55.463, -53.016
1789.307, 55.462, -53.021
1789.673, 55.461, -53.026
1790.039, 55.460, -53.030
1790.405, 55.459, -53.034
1790.771, 55.458, -53.038
1791.138, 55.457, -53.041
1791.504, 55.457, -53.043
1791.870, 55.456, -53.046
1792.236, 55.455, -53.049
1792.603, 55.455, -53.053
1792.969, 55.454, -53.058
1793.335, 55.454, -53.063
1793.701, 55.453, -53.068
1794.067, 55.452, -53.073
1794.434, 55.451, -53.076
1794.800, 55.450, -53.079
1795.166, 55.449, -53.082
1795.532, 55.448, -53.084
1795.898, 55.447, -53.086
1796.265, 55.446, -53.088
1796.631, 55.445, -53.090
1796.997, 55.444, -53.091
1797.363, 55.443, -53.093
1797.729, 55.442, -53.096
1798.096, 55.441, -53.100
1798.462, 55.440, -53.103
1798.828, 55.439, -53.106
1799.194, 55.438, -53.108
1799.561, 55.437, -53.110
1799.927, 55.437, -53.113
1800.293, 55.436, -53.118
1800.659, 55.436, -53.125
1801.025, 55.435, -53.132
1801.392, 55.433, -53.139
1801.758, 55.432, -53.144
1802.124, 55.431, -53.146
1802.490, 55.430, -53.147
1802.856, 55.430, -53.149
1803.223, 55.429, -53.152
1803.589, 55.429, -53.157
1803.955, 55.428, -53.163
1804.321, 55.427, -53.169
1804.688, 55.426, -53.173
1805.054, 55.425, -53.175
1805.420, 55.424, -53.175
1805.786, 55.424, -53.175
1806.152, 55.423, -53.176
1806.519, 55.423, -53.179
1806.885, 55.422, -53.183
1807.251, 55.421, -53.188
1807.617, 55.420, -53.192
1807.983, 55.419, -53.194
1808.350, 55.419, -53.197
1808.716, 55.418, -53.200
1809.082, 55.417, -53.205
1809.448, 55.416, -53.211
1809.814, 55.415, -53.217
1810.181, 55.413, -53.221
1810.547, 55.412, -53.222
1810.913, 55.411, -53.222
1811.279, 55.410, -53.224
1811.646, 55.409, -53.228
1812.012, 55.409, -53.234
1812.378, 55.408, -53.239
1812.744, 55.407, -53.244
1813.110, 55.406, -53.247
1813.477, 55.405, -53.249
1813.843, 55.404, -53.252
1814.209, 55.404, -53.256
1814.575, 55.403, -53.261
1814.941, 55.402, -53.266
1815.308, 55.401, -53.269
1815.674, 55.400, -53.271
1816.040, 55.399, -53.272
1816.406, 55.398, -53.274
1816.772, 55.397, -53.277
1817.139, 55.396, -53.279
1817.505, 55.396, -53.280
1817.871, 55.395, -53.282
1818.237, 55.394, -53.284
1818.604, 55.393, -53.286
1818.970, 55.392, -53.290
1819.336, 55.391, -53.295
1819.702, 55.390, -53.299
1820.068, 55.389, -53.302
1820.435, 55.388, -53.305
1820.801, 55.387, -53.308
1821.167, 55.387, -53.311
1821.533, 55.386, -53.315
1821.899, 55.385, -53.318
1822.266, 55.384, -53.322
1822.632, 55.384, -53.327
1822.998, 55.383, -53.331
1823.364, 55.382, -53.337
1823.730, 55.381, -53.341
1824.097, 55.380, -53.345
1824.463, 55.379, -53.349
1824.829, 55.378, -53.351
1825.195, 55.378, -53.354
1825.562, 55.377, -53.356
1825.928, 55.376, -53.359
1826.294, 55.375, -53.363
1826.660, 55.375, -53.366
1827.026, 55.374, -53.371
1827.393, 55.373, -53.375
1827.759, 55.372, -53.379
1828.125, 55.371, -53.383
1828.491, 55.369, -53.384
1828.857, 55.368, -53.384
1829.224, 55.367, -53.384
1829.590, 55.367, -53.386
1829.956, 55.367, -53.391
1830.322, 55.366, -53.398
1830.688, 55.365, -53.406
1831.055, 55.364, -53.414
1831.421, 55.362, -53.418
1831.787, 55.361, -53.419
1832.153, 55.360, -53.418
1832.520, 55.359, -53.418
1832.886, 55.359, -53.420
1833.252, 55.359, -53.425
1833.618, 55.359, -53.432
1833.984, 55.358, -53.439
1834.351, 55.356, -53.444
1834.717, 55.355, -53.447
1835.083, 55.354, -53.448
1835.449, 55.353, -53.448
1835.815, 55.353, -53.449
1836.182, 55.352, -53.451
1836.548, 55.351, -53.454
1836.914, 55.351, -53.457
1837.280, 55.350, -53.461
1837.646, 55.349, -53.466
1838.013, 55.348, -53.470
1838.379, 55.347, -53.475
1838.745, 55.346, -53.479
1839.111, 55.345, -53.482
1839.478, 55.344, -53.486
1839.844, 55.343, -53.490
1840.210, 55.342, -53.494
1840.576, 55.341, -53.498
1840.942, 55.340, -53.502
1841.309, 55.339, -53.505
1841.675, 55.338, -53.507
1842.041, 55.337, -53.509
1842.407, 55.337, -53.513
1842.773, 55.336, -53.517
1843.140, 55.335, -53.522
1843.506, 55.334, -53.525
1843.872, 55.333, -53.528
1844.238, 55.332, -53.529
1844.604, 55.332, -53.532
1844.971, 55.331, -53.536
1845.337, 55.331, -53.541
1845.703, 55.330, -53.545
1846.069, 55.328, -53.547
1846.436, 55.327, -53.548
1846.802, 55.327, -53.549
1847.168, 55.326, -53.552
1847.534, 55.326, -53.557
1847.900, 55.325, -53.562
1848.267, 55.323, -53.566
1848.633, 55.322, -53.567
1848.999, 55.321, -53.566
1849.365, 55.321, -53.566
1849.731, 55.320, -53.570
1850.098, 55.320, -53.576
1850.464, 55.319, -53.584
1850.830, 55.318, -53.590
1851.196, 55.316, -53.592
1851.562, 55.315, -53.593
1851.929, 55.314, -53.595
1852.295, 55.314, -53.598
1852.661, 55.313, -53.603
1853.027, 55.312, -53.607
1853.394, 55.311, -53.611
1853.760, 55.310, -53.613
1854.126, 55.309, -53.615
1854.492, 55.309, -53.618
1854.858, 55.308, -53.622
1855.225, 55.307, -53.626
1855.591, 55.306, -53.631
1855.957, 55.305, -53.634
1856.323, 55.304, -53.637
1856.689, 55.304, -53.641
1857.056, 55.303, -53.645
1857.422, 55.302, -53.649
1857.788, 55.301, -53.652
1858.154, 55.300, -53.656
1858.521, 55.299, -53.658
1858.887, 55.298, -53.661
1859.253, 55.298, -53.665
1859.619, 55.297, -53.669
1859.985, 55.296, -53.674
1860.352, 55.295, -53.679
1860.718, 55.294, -53.683
1861.084, 55.293, -53.686
1861.450, 55.292, -53.688
1861.816, 55.291, -53.690
1862.183, 55.291, -53.694
1862.549, 55.290, -53.698
1862.915, 55.289, -53.703
1863.281, 55.288, -53.707
1863.647, 55.287, -53.711
1864.014, 55.286, -53.714
1864.380, 55.285, -53.716
1864.746, 55.285, -53.718
1865.112, 55.284, -53.722
1865.479, 55.283, -53.725
1865.845, 55.282, -53.729
1866.211, 55.281, -53.731
1866.577, 55.280, -53.733
1866.943, 55.279, -53.734
1867.310, 55.279, -53.738
1867.676, 55.278, -53.743
1868.042, 55.277, -53.748
1868.408, 55.276, -53.753
1868.774, 55.275, -53.755
1869.141, 55.274, -53.757
1869.507, 55.274, -53.760
1869.873, 55.273, -53.764
1870.239, 55.272, -53.769
1870.605, 55.271, -53.775
1870.972, 55.270, -53.780
1871.338, 55.269, -53.781
1871.704, 55.268, -53.782
1872.070, 55.267, -53.783
1872.437, 55.267, -53.785
1872.803, 55.266, -53.790
1873.169, 55.265, -53.795
1873.535, 55.264, -53.799
1873.901, 55.263, -53.801
1874.268, 55.262, -53.802
1874.634, 55.262, -53.803
1875.000, 55.261, -53.807
1875.366, 55.260, -53.812
1875.732, 55.259, -53.817
1876.099, 55.258, -53.821
1876.465, 55.257, -53.822
1876.831, 55.256, -53.823
1877.197, 55.255, -53.825
1877.563, 55.255, -53.828
1877.930, 55.254, -53.834
1878.296, 55.253, -53.840
1878.662, 55.252, -53.844
1879.028, 55.251, -53.846
1879.395, 55.250, -53.847
1879.761, 55.249, -53.849
1880.127, 55.249, -53.852
1880.493, 55.248, -53.856
1880.859, 55.247, -53.862
1881.226, 55.246, -53.867
1881.592, 55.245, -53.871
1881.958, 55.244, -53.874
1882.324, 55.244, -53.878
1882.690, 55.243, -53.881
1883.057, 55.242, -53.884
1883.423, 55.241, -53.887
1883.789, 55.240, -53.890
1884.155, 55.239, -53.893
1884.521, 55.238, -53.896
1884.888, 55.238, -53.900
1885.254, 55.237, -53.904
1885.620, 55.236, -53.906
1885.986, 55.235, -53.907
1886.353, 55.234, -53.908
1886.719, 55.234, -53.912
1887.085, 55.233, -53.917
1887.451, 55.233, -53.924
1887.817, 55.232, -53.929
1888.184, 55.231, -53.933
1888.550, 55.230, -53.935
1888.916, 55.229, -53.938
1889.282, 55.228, -53.941
1889.648, 55.227, -53.945
1890.015, 55.226, -53.949
1890.381, 55.225, -53.952
1890.747, 55.224, -53.954
1891.113, 55.223, -53.956
1891.479, 55.222, -53.958
1891.846, 55.222, -53.962
1892.212, 55.221, -53.965
1892.578, 55.220, -53.968
1892.944, 55.219, -53.970
1893.311, 55.218, -53.974
1893.677, 55.218, -53.978
1894.043, 55.217, -53.983
1894.409, 55.216, -53.989
1894.775, 55.215, -53.993
1895.142, 55.214, -53.997
1895.508, 55.213, -54.000
1895.874, 55.212, -54.002
1896.240, 55.211, -54.005
1896.606, 55.210, -54.008
1896.973, 55.209, -54.012
1897.339, 55.208, -54.016
1897.705, 55.208, -54.020
1898.071, 55.207, -54.023
1898.438, 55.206, -54.026
1898.804, 55.205, -54.027
1899.170, 55.204, -54.028
1899.536, 55.203, -54.029
1899.902, 55.203, -54.033
1900.269, 55.202, -54.038
1900.635, 55.202, -54.044
1901.001, 55.200, -54.049
1901.367, 55.199, -54.052
1901.733, 55.198, -54.054
1902.100, 55.197, -54.056
1902.466, 55.197, -54.060
1902.832, 55.196, -54.065
1903.198, 55.195, -54.069
1903.564, 55.193, -54.072
1903.931, 55.192, -54.074
1904.297, 55.192, -54.074
1904.663, 55.191, -54.077
1905.029, 55.191, -54.082
1905.396, 55.191, -54.089
1905.762, 55.190, -54.097
1906.128, 55.189, -54.104
1906.494, 55.187, -54.108
1906.860, 55.186, -54.110
1907.227, 55.185, -54.111
1907.593, 55.184, -54.112
1907.959, 55.184, -54.114
1908.325, 55.183, -54.118
1908.691, 55.182, -54.121
1909.058, 55.181, -54.125
1909.424, 55.180, -54.127
1909.790, 55.179, -54.128
1910.156, 55.178, -54.128
1910.522, 55.178, -54.129
1910.889, 55.177, -54.132
1911.255, 55.177, -54.137
1911.621, 55.176, -54.143
1911.987, 55.175, -54.148
1912.354, 55.173, -54.152
1912.720, 55.172, -54.153
1913.086, 55.171, -54.153
1913.452, 55.171, -54.155
1913.818, 55.170, -54.158
1914.185, 55.169, -54.163
1914.551, 55.168, -54.168
1914.917, 55.167, -54.172
1915.283, 55.167, -54.174
1915.649, 55.166, -54.178
1916.016, 55.166, -54.184
1916.382, 55.165, -54.192
1916.748, 55.164, -54.200
1917.114, 55.162, -54.204
1917.480, 55.161, -54.205
1917.847, 55.160, -54.204
1918.213, 55.159, -54.203
1918.579, 55.159, -54.204
1918.945, 55.159, -54.208
1919.312, 55.158, -54.212
1919.678, 55.157, -54.216
1920.044, 55.156, -54.219
1920.410, 55.156, -54.221
1920.776, 55.155, -54.225
1921.143, 55.154, -54.229
1921.509, 55.153, -54.234
1921.875, 55.152, -54.238
1922.241, 55.151, -54.239
1922.607, 55.150, -54.239
1922.974, 55.149, -54.240
1923.340, 55.149, -54.244
1923.706, 55.148, -54.250
1924.072, 55.147, -54.258
1924.438, 55.146, -54.263
1924.805, 55.144, -54.266
1925.171, 55.143, -54.266
1925.537, 55.142, -54.266
1925.903, 55.142, -54.268
1926.270, 55.141, -54.271
1926.636, 55.141, -54.275
1927.002, 55.140, -54.280
1927.368, 55.139, -54.286
1927.734, 55.138, -54.290
1928.101, 55.137, -54.295
1928.467, 55.137, -54.300
1928.833, 55.136, -54.304
1929.199, 55.134, -54.307
1929.565, 55.133, -54.310
1929.932, 55.132, -54.312
1930.298, 55.131, -54.314
1930.664, 55.130, -54.314
1931.030, 55.130, -54.315
1931.396, 55.129, -54.316
1931.763, 55.129, -54.320
1932.129, 55.128, -54.326
1932.495, 55.128, -54.334
1932.861, 55.126, -54.341
1933.228, 55.125, -54.344
1933.594, 55.123, -54.346
1933.960, 55.123, -54.346
1934.326, 55.122, -54.346
1934.692, 55.121, -54.349
1935.059, 55.121, -54.354
1935.425, 55.120, -54.358
1935.791, 55.119, -54.362
1936.157, 55.118, -54.364
1936.523, 55.118, -54.367
1936.890, 55.117, -54.370
1937.256, 55.116, -54.373
1937.622, 55.115, -54.376
1937.988, 55.114, -54.378
1938.354, 55.114, -54.379
1938.721, 55.113, -54.381
1939.087, 55.113, -54.386
1939.453, 55.112, -54.392
1939.819, 55.111, -54.398
