Freq(Hz), SPL(dB), Phase(degrees)
5575.195, 48.590, -73.689
5575.562, 48.586, -73.697
5575.928, 48.584, -73.691
5576.294, 48.582, -73.677
5576.660, 48.583, -73.666
5577.026, 48.584, -73.665
5577.393, 48.585, -73.675
5577.759, 48.584, -73.687
5578.125, 48.582, -73.693
5578.491, 48.580, -73.689
5578.857, 48.578, -73.677
5579.224, 48.578, -73.665
5579.590, 48.578, -73.656
5579.956, 48.579, -73.654
5580.322, 48.579, -73.655
5580.688, 48.580, -73.658
5581.055, 48.580, -73.662
5581.421, 48.580, -73.669
5581.787, 48.580, -73.679
5582.153, 48.579, -73.691
5582.520, 48.578, -73.700
5582.886, 48.576, -73.704
5583.252, 48.574, -73.701
5583.618, 48.573, -73.696
5583.984, 48.573, -73.694
5584.351, 48.573, -73.696
5584.717, 48.572, -73.699
5585.083, 48.571, -73.700
5585.449, 48.570, -73.693
5585.815, 48.570, -73.682
5586.182, 48.570, -73.673
5586.548, 48.572, -73.671
5586.914, 48.574, -73.678
5587.280, 48.574, -73.690
5587.646, 48.572, -73.700
5588.013, 48.571, -73.703
5588.379, 48.569, -73.699
5588.745, 48.568, -73.692
5589.111, 48.568, -73.689
5589.478, 48.568, -73.691
5589.844, 48.568, -73.696
5590.210, 48.567, -73.701
5590.576, 48.566, -73.703
5590.942, 48.564, -73.703
5591.309, 48.564, -73.704
5591.675, 48.562, -73.706
5592.041, 48.561, -73.705
5592.407, 48.560, -73.702
5592.773, 48.560, -73.695
5593.140, 48.560, -73.691
5593.506, 48.561, -73.692
5593.872, 48.562, -73.701
5594.238, 48.562, -73.712
5594.604, 48.560, -73.719
5594.971, 48.559, -73.718
5595.337, 48.558, -73.710
5595.703, 48.559, -73.704
5596.069, 48.561, -73.707
5596.436, 48.561, -73.719
5596.802, 48.561, -73.736
5597.168, 48.558, -73.748
5597.534, 48.555, -73.748
5597.900, 48.553, -73.738
5598.267, 48.552, -73.724
5598.633, 48.553, -73.714
5598.999, 48.554, -73.711
5599.365, 48.554, -73.714
5599.731, 48.554, -73.719
5600.098, 48.554, -73.724
5600.464, 48.554, -73.730
5600.830, 48.553, -73.736
5601.196, 48.552, -73.742
5601.562, 48.551, -73.747
5601.929, 48.549, -73.748
5602.295, 48.548, -73.745
5602.661, 48.547, -73.740
5603.027, 48.547, -73.734
5603.394, 48.547, -73.732
5603.760, 48.547, -73.731
5604.126, 48.547, -73.733
5604.492, 48.547, -73.735
5604.858, 48.546, -73.737
5605.225, 48.545, -73.738
5605.591, 48.544, -73.737
5605.957, 48.543, -73.732
5606.323, 48.543, -73.724
5606.689, 48.543, -73.717
5607.056, 48.544, -73.712
5607.422, 48.544, -73.713
5607.788, 48.545, -73.718
5608.154, 48.545, -73.726
5608.521, 48.544, -73.733
5608.887, 48.542, -73.737
5609.253, 48.541, -73.739
5609.619, 48.539, -73.739
5609.985, 48.538, -73.739
5610.352, 48.538, -73.739
5610.718, 48.537, -73.740
5611.084, 48.536, -73.744
5611.450, 48.535, -73.748
5611.816, 48.534, -73.752
5612.183, 48.532, -73.753
5612.549, 48.531, -73.751
5612.915, 48.530, -73.749
5613.281, 48.530, -73.749
5613.647, 48.531, -73.753
5614.014, 48.530, -73.760
5614.380, 48.529, -73.765
5614.746, 48.528, -73.766
5615.112, 48.527, -73.762
5615.479, 48.528, -73.756
5615.845, 48.529, -73.754
5616.211, 48.530, -73.759
5616.577, 48.531, -73.768
5616.943, 48.531, -73.779
5617.310, 48.530, -73.786
5617.676, 48.530, -73.791
5618.042, 48.529, -73.793
5618.408, 48.528, -73.796
5618.774, 48.527, -73.797
5619.141, 48.526, -73.795
5619.507, 48.525, -73.787
5619.873, 48.524, -73.776
5620.239, 48.525, -73.766
5620.605, 48.526, -73.763
5620.972, 48.527, -73.770
5621.338, 48.527, -73.782
5621.704, 48.525, -73.793
5622.070, 48.523, -73.796
5622.437, 48.520, -73.790
5622.803, 48.519, -73.779
5623.169, 48.519, -73.769
5623.535, 48.520, -73.765
5623.901, 48.521, -73.770
5624.268, 48.521, -73.780
5624.634, 48.520, -73.790
5625.000, 48.519, -73.797
5625.366, 48.517, -73.800
5625.732, 48.517, -73.802
5626.099, 48.516, -73.805
5626.465, 48.516, -73.810
5626.831, 48.516, -73.817
5627.197, 48.515, -73.822
5627.563, 48.514, -73.825
5627.930, 48.513, -73.824
5628.296, 48.513, -73.821
5628.662, 48.513, -73.820
5629.028, 48.513, -73.820
5629.395, 48.513, -73.821
5629.761, 48.513, -73.820
5630.127, 48.512, -73.817
5630.493, 48.513, -73.813
5630.859, 48.513, -73.812
5631.226, 48.514, -73.814
5631.592, 48.514, -73.820
5631.958, 48.513, -73.827
5632.324, 48.511, -73.829
5632.690, 48.509, -73.827
5633.057, 48.508, -73.820
5633.423, 48.507, -73.814
5633.789, 48.507, -73.810
5634.155, 48.507, -73.811
5634.521, 48.506, -73.816
5634.888, 48.505, -73.821
5635.254, 48.504, -73.824
5635.620, 48.502, -73.824
5635.986, 48.501, -73.820
5636.353, 48.500, -73.815
5636.719, 48.501, -73.812
5637.085, 48.501, -73.815
5637.451, 48.502, -73.824
5637.817, 48.501, -73.837
5638.184, 48.499, -73.846
5638.550, 48.497, -73.846
5638.916, 48.495, -73.834
5639.282, 48.495, -73.819
5639.648, 48.497, -73.808
5640.015, 48.500, -73.808
5640.381, 48.501, -73.820
5640.747, 48.501, -73.834
5641.113, 48.499, -73.843
5641.479, 48.497, -73.842
5641.846, 48.496, -73.833
5642.212, 48.497, -73.824
5642.578, 48.498, -73.823
5642.944, 48.498, -73.832
5643.311, 48.497, -73.845
5643.677, 48.495, -73.853
5644.043, 48.492, -73.851
5644.409, 48.490, -73.841
5644.775, 48.490, -73.828
5645.142, 48.491, -73.823
5645.508, 48.492, -73.829
5645.874, 48.492, -73.843
5646.240, 48.491, -73.857
5646.606, 48.489, -73.865
5646.973, 48.487, -73.864
5647.339, 48.486, -73.859
5647.705, 48.487, -73.857
5648.071, 48.487, -73.862
5648.438, 48.487, -73.871
5648.804, 48.486, -73.879
5649.170, 48.484, -73.880
5649.536, 48.483, -73.875
5649.902, 48.482, -73.867
5650.269, 48.483, -73.861
5650.635, 48.483, -73.860
5651.001, 48.484, -73.861
5651.367, 48.483, -73.862
5651.733, 48.483, -73.860
5652.100, 48.483, -73.859
5652.466, 48.483, -73.860
5652.832, 48.482, -73.865
5653.198, 48.481, -73.871
5653.564, 48.479, -73.872
5653.931, 48.477, -73.866
5654.297, 48.476, -73.855
5654.663, 48.476, -73.846
5655.029, 48.477, -73.845
5655.396, 48.477, -73.853
5655.762, 48.477, -73.866
5656.128, 48.476, -73.877
5656.494, 48.474, -73.881
5656.860, 48.472, -73.879
5657.227, 48.471, -73.874
5657.593, 48.472, -73.873
5657.959, 48.472, -73.876
5658.325, 48.472, -73.884
5658.691, 48.472, -73.892
5659.058, 48.471, -73.896
5659.424, 48.470, -73.895
5659.790, 48.469, -73.890
5660.156, 48.470, -73.886
5660.522, 48.471, -73.885
5660.889, 48.472, -73.889
5661.255, 48.472, -73.894
5661.621, 48.471, -73.899
5661.987, 48.471, -73.900
5662.354, 48.470, -73.898
5662.720, 48.470, -73.897
5663.086, 48.470, -73.898
5663.452, 48.470, -73.902
5663.818, 48.469, -73.907
5664.185, 48.467, -73.910
5664.551, 48.466, -73.909
5664.917, 48.465, -73.906
5665.283, 48.465, -73.904
5665.649, 48.464, -73.906
5666.016, 48.463, -73.911
5666.382, 48.462, -73.916
5666.748, 48.460, -73.917
5667.114, 48.459, -73.914
5667.480, 48.458, -73.907
5667.847, 48.458, -73.900
5668.213, 48.458, -73.895
5668.579, 48.459, -73.895
5668.945, 48.460, -73.897
5669.312, 48.460, -73.902
5669.678, 48.461, -73.909
5670.044, 48.461, -73.919
5670.410, 48.460, -73.929
5670.776, 48.459, -73.938
5671.143, 48.456, -73.941
5671.509, 48.454, -73.935
5671.875, 48.452, -73.923
5672.241, 48.452, -73.908
5672.607, 48.453, -73.897
5672.974, 48.454, -73.893
5673.340, 48.455, -73.897
5673.706, 48.455, -73.904
5674.072, 48.454, -73.912
5674.438, 48.452, -73.915
5674.805, 48.451, -73.914
5675.171, 48.450, -73.911
5675.537, 48.450, -73.911
5675.903, 48.450, -73.914
5676.270, 48.450, -73.922
5676.636, 48.449, -73.931
5677.002, 48.448, -73.939
5677.368, 48.446, -73.943
5677.734, 48.444, -73.942
5678.101, 48.443, -73.938
5678.467, 48.443, -73.935
5678.833, 48.443, -73.934
5679.199, 48.443, -73.936
5679.565, 48.443, -73.939
5679.932, 48.442, -73.940
5680.298, 48.442, -73.939
5680.664, 48.443, -73.938
5681.030, 48.443, -73.941
5681.396, 48.444, -73.949
5681.763, 48.443, -73.959
5682.129, 48.442, -73.969
5682.495, 48.440, -73.972
5682.861, 48.438, -73.970
5683.228, 48.437, -73.964
5683.594, 48.437, -73.958
5683.960, 48.437, -73.957
5684.326, 48.436, -73.958
5684.692, 48.435, -73.958
5685.059, 48.434, -73.956
5685.425, 48.434, -73.951
5685.791, 48.434, -73.948
5686.157, 48.435, -73.949
5686.523, 48.435, -73.954
5686.890, 48.435, -73.960
5687.256, 48.434, -73.965
5687.622, 48.434, -73.965
5687.988, 48.434, -73.963
5688.354, 48.434, -73.964
5688.721, 48.434, -73.969
5689.087, 48.434, -73.978
5689.453, 48.433, -73.986
5689.819, 48.431, -73.990
5690.186, 48.429, -73.988
5690.552, 48.427, -73.982
5690.918, 48.427, -73.974
5691.284, 48.426, -73.967
5691.650, 48.427, -73.964
5692.017, 48.427, -73.965
5692.383, 48.426, -73.968
5692.749, 48.425, -73.973
5693.115, 48.424, -73.977
5693.481, 48.422, -73.978
5693.848, 48.421, -73.975
5694.214, 48.420, -73.970
5694.580, 48.420, -73.966
5694.946, 48.420, -73.966
5695.312, 48.420, -73.971
5695.679, 48.420, -73.979
5696.045, 48.419, -73.985
5696.411, 48.419, -73.988
5696.777, 48.418, -73.989
5697.144, 48.418, -73.992
5697.510, 48.418, -74.000
5697.876, 48.418, -74.010
5698.242, 48.416, -74.016
5698.608, 48.414, -74.014
5698.975, 48.413, -74.002
5699.341, 48.413, -73.987
5699.707, 48.414, -73.977
5700.073, 48.416, -73.977
5700.439, 48.418, -73.987
5700.806, 48.418, -73.999
5701.172, 48.417, -74.008
5701.538, 48.415, -74.010
5701.904, 48.413, -74.007
5702.271, 48.413, -74.002
5702.637, 48.412, -73.997
5703.003, 48.411, -73.992
5703.369, 48.411, -73.986
5703.735, 48.412, -73.982
5704.102, 48.413, -73.984
5704.468, 48.413, -73.992
5704.834, 48.413, -74.004
5705.200, 48.412, -74.015
5705.566, 48.410, -74.018
5705.933, 48.409, -74.015
5706.299, 48.408, -74.011
5706.665, 48.409, -74.012
5707.031, 48.409, -74.020
5707.397, 48.409, -74.032
5707.764, 48.407, -74.040
5708.130, 48.405, -74.039
5708.496, 48.404, -74.031
5708.862, 48.404, -74.024
5709.229, 48.405, -74.022
5709.595, 48.405, -74.028
5709.961, 48.404, -74.035
5710.327, 48.403, -74.038
5710.693, 48.402, -74.035
5711.060, 48.401, -74.030
5711.426, 48.400, -74.027
5711.792, 48.400, -74.027
5712.158, 48.400, -74.028
5712.524, 48.399, -74.027
5712.891, 48.398, -74.025
5713.257, 48.397, -74.021
5713.623, 48.397, -74.019
5713.989, 48.396, -74.018
5714.355, 48.396, -74.017
5714.722, 48.395, -74.013
5715.088, 48.395, -74.007
5715.454, 48.396, -74.005
5715.820, 48.397, -74.009
5716.187, 48.397, -74.020
5716.553, 48.396, -74.032
5716.919, 48.394, -74.037
5717.285, 48.392, -74.033
5717.651, 48.391, -74.023
5718.018, 48.392, -74.017
5718.384, 48.393, -74.020
5718.750, 48.393, -74.031
5719.116, 48.392, -74.043
5719.482, 48.390, -74.048
5719.849, 48.388, -74.044
5720.215, 48.387, -74.035
5720.581, 48.387, -74.028
5720.947, 48.388, -74.029
5721.313, 48.388, -74.037
5721.680, 48.388, -74.045
5722.046, 48.386, -74.049
5722.412, 48.385, -74.047
5722.778, 48.385, -74.043
5723.145, 48.385, -74.040
5723.511, 48.385, -74.041
5723.877, 48.385, -74.046
5724.243, 48.385, -74.051
5724.609, 48.385, -74.055
5724.976, 48.384, -74.058
5725.342, 48.384, -74.059
5725.708, 48.384, -74.060
5726.074, 48.384, -74.063
5726.440, 48.383, -74.067
5726.807, 48.383, -74.073
5727.173, 48.382, -74.079
5727.539, 48.381, -74.083
5727.905, 48.379, -74.084
5728.271, 48.377, -74.079
5728.638, 48.376, -74.071
5729.004, 48.376, -74.061
5729.370, 48.376, -74.055
5729.736, 48.377, -74.052
5730.103, 48.377, -74.054
5730.469, 48.378, -74.058
5730.835, 48.377, -74.064
5731.201, 48.377, -74.070
5731.567, 48.376, -74.076
5731.934, 48.375, -74.082
5732.300, 48.373, -74.084
5732.666, 48.372, -74.083
5733.032, 48.370, -74.077
5733.398, 48.370, -74.070
5733.765, 48.370, -74.065
5734.131, 48.371, -74.064
5734.497, 48.372, -74.068
5734.863, 48.372, -74.074
5735.229, 48.372, -74.081
5735.596, 48.371, -74.087
5735.962, 48.370, -74.092
5736.328, 48.370, -74.095
5736.694, 48.369, -74.098
5737.061, 48.368, -74.100
5737.427, 48.368, -74.101
5737.793, 48.367, -74.101
5738.159, 48.367, -74.104
5738.525, 48.366, -74.109
5738.892, 48.365, -74.115
5739.258, 48.364, -74.119
5739.624, 48.362, -74.118
5739.990, 48.360, -74.109
5740.356, 48.359, -74.097
5740.723, 48.359, -74.086
5741.089, 48.360, -74.080
5741.455, 48.361, -74.081
5741.821, 48.362, -74.087
5742.188, 48.361, -74.094
5742.554, 48.361, -74.100
5742.920, 48.360, -74.103
5743.286, 48.359, -74.103
5743.652, 48.358, -74.104
5744.019, 48.357, -74.105
5744.385, 48.357, -74.108
5744.751, 48.356, -74.111
5745.117, 48.355, -74.114
5745.483, 48.354, -74.114
5745.850, 48.353, -74.111
5746.216, 48.353, -74.107
5746.582, 48.353, -74.107
5746.948, 48.354, -74.113
5747.314, 48.354, -74.126
5747.681, 48.353, -74.141
5748.047, 48.351, -74.151
5748.413, 48.348, -74.152
5748.779, 48.346, -74.143
5749.146, 48.346, -74.131
5749.512, 48.347, -74.125
5749.878, 48.348, -74.128
5750.244, 48.349, -74.137
5750.610, 48.348, -74.146
5750.977, 48.346, -74.148
5751.343, 48.345, -74.143
5751.709, 48.344, -74.136
5752.075, 48.345, -74.132
5752.441, 48.345, -74.134
5752.808, 48.345, -74.140
5753.174, 48.344, -74.143
5753.540, 48.342, -74.140
5753.906, 48.342, -74.134
5754.272, 48.342, -74.128
5754.639, 48.342, -74.127
5755.005, 48.343, -74.134
5755.371, 48.342, -74.145
5755.737, 48.340, -74.153
5756.104, 48.338, -74.153
5756.470, 48.336, -74.146
5756.836, 48.336, -74.137
5757.202, 48.336, -74.131
5757.568, 48.337, -74.134
5757.935, 48.337, -74.144
5758.301, 48.336, -74.155
5758.667, 48.334, -74.160
5759.033, 48.332, -74.156
5759.399, 48.331, -74.145
5759.766, 48.331, -74.135
5760.132, 48.332, -74.131
5760.498, 48.334, -74.135
5760.864, 48.334, -74.142
5761.230, 48.334, -74.150
5761.597, 48.333, -74.155
5761.963, 48.332, -74.159
5762.329, 48.331, -74.162
5762.695, 48.330, -74.164
5763.062, 48.328, -74.162
5763.428, 48.327, -74.156
5763.794, 48.327, -74.147
5764.160, 48.327, -74.140
5764.526, 48.329, -74.141
5764.893, 48.330, -74.151
5765.259, 48.329, -74.166
5765.625, 48.327, -74.179
5765.991, 48.324, -74.184
5766.357, 48.322, -74.177
5766.724, 48.320, -74.164
5767.090, 48.320, -74.149
5767.456, 48.322, -74.140
5767.822, 48.324, -74.142
5768.188, 48.326, -74.152
5768.555, 48.326, -74.167
5768.921, 48.325, -74.181
5769.287, 48.324, -74.188
5769.653, 48.322, -74.186
5770.020, 48.321, -74.179
5770.386, 48.322, -74.172
5770.752, 48.323, -74.171
5771.118, 48.324, -74.178
5771.484, 48.324, -74.189
5771.851, 48.323, -74.200
5772.217, 48.321, -74.204
5772.583, 48.319, -74.200
5772.949, 48.318, -74.193
5773.315, 48.318, -74.187
5773.682, 48.317, -74.185
5774.048, 48.317, -74.187
5774.414, 48.316, -74.189
5774.780, 48.315, -74.188
5775.146, 48.314, -74.184
5775.513, 48.313, -74.178
5775.879, 48.314, -74.175
5776.245, 48.314, -74.177
5776.611, 48.314, -74.185
5776.978, 48.314, -74.196
5777.344, 48.312, -74.204
5777.710, 48.311, -74.207
5778.076, 48.309, -74.204
5778.442, 48.309, -74.200
5778.809, 48.309, -74.198
5779.175, 48.309, -74.201
5779.541, 48.309, -74.208
5779.907, 48.309, -74.215
5780.273, 48.308, -74.219
5780.640, 48.306, -74.218
5781.006, 48.306, -74.215
5781.372, 48.306, -74.212
5781.738, 48.306, -74.211
5782.104, 48.305, -74.210
5782.471, 48.305, -74.209
5782.837, 48.305, -74.206
5783.203, 48.306, -74.205
5783.569, 48.306, -74.207
5783.936, 48.307, -74.214
5784.302, 48.306, -74.224
5784.668, 48.305, -74.232
5785.034, 48.303, -74.235
5785.400, 48.301, -74.230
5785.767, 48.300, -74.221
5786.133, 48.299, -74.211
5786.499, 48.300, -74.205
5786.865, 48.301, -74.206
5787.231, 48.302, -74.213
5787.598, 48.302, -74.223
5787.964, 48.301, -74.231
5788.330, 48.300, -74.235
5788.696, 48.299, -74.237
5789.062, 48.298, -74.239
5789.429, 48.298, -74.244
5789.795, 48.297, -74.251
5790.161, 48.295, -74.256
5790.527, 48.293, -74.254
5790.894, 48.291, -74.244
5791.260, 48.291, -74.232
5791.626, 48.292, -74.226
5791.992, 48.293, -74.227
5792.358, 48.293, -74.234
5792.725, 48.292, -74.238
5793.091, 48.291, -74.236
5793.457, 48.290, -74.227
5793.823, 48.291, -74.221
5794.189, 48.292, -74.222
5794.556, 48.293, -74.233
5794.922, 48.293, -74.247
5795.288, 48.291, -74.258
5795.654, 48.288, -74.261
5796.021, 48.287, -74.258
5796.387, 48.285, -74.254
5796.753, 48.284, -74.252
5797.119, 48.283, -74.251
5797.485, 48.282, -74.246
5797.852, 48.281, -74.236
5798.218, 48.281, -74.226
5798.584, 48.282, -74.222
5798.950, 48.284, -74.225
5799.316, 48.284, -74.234
5799.683, 48.283, -74.242
5800.049, 48.282, -74.243
5800.415, 48.281, -74.238
5800.781, 48.281, -74.232
5801.147, 48.283, -74.232
5801.514, 48.284, -74.240
5801.880, 48.284, -74.256
5802.246, 48.283, -74.272
5802.612, 48.281, -74.282
5802.979, 48.279, -74.282
5803.345, 48.277, -74.275
5803.711, 48.276, -74.265
5804.077, 48.277, -74.260
5804.443, 48.278, -74.263
5804.810, 48.278, -74.274
5805.176, 48.277, -74.289
5805.542, 48.275, -74.299
5805.908, 48.271, -74.297
5806.274, 48.269, -74.283
5806.641, 48.268, -74.264
5807.007, 48.270, -74.250
5807.373, 48.272, -74.249
5807.739, 48.273, -74.258
5808.105, 48.273, -74.272
5808.472, 48.272, -74.281
5808.838, 48.270, -74.281
5809.204, 48.269, -74.275
5809.570, 48.269, -74.268
5809.937, 48.270, -74.268
5810.303, 48.270, -74.274
5810.669, 48.270, -74.283
5811.035, 48.268, -74.287
5811.401, 48.267, -74.284
5811.768, 48.266, -74.276
5812.134, 48.266, -74.269
5812.500, 48.267, -74.270
5812.866, 48.268, -74.279
5813.232, 48.267, -74.294
5813.599, 48.265, -74.305
5813.965, 48.262, -74.307
5814.331, 48.259, -74.297
5814.697, 48.258, -74.280
5815.063, 48.258, -74.262
5815.430, 48.260, -74.254
5815.796, 48.262, -74.259
5816.162, 48.263, -74.274
5816.528, 48.263, -74.293
5816.895, 48.261, -74.307
5817.261, 48.258, -74.312
5817.627, 48.256, -74.310
5817.993, 48.254, -74.304
5818.359, 48.254, -74.299
5818.726, 48.254, -74.298
5819.092, 48.253, -74.299
5819.458, 48.253, -74.298
5819.824, 48.253, -74.297
5820.190, 48.253, -74.296
5820.557, 48.254, -74.299
5820.923, 48.255, -74.307
5821.289, 48.255, -74.319
5821.655, 48.253, -74.330
5822.021, 48.252, -74.337
5822.388, 48.250, -74.337
5822.754, 48.249, -74.332
5823.120, 48.248, -74.326
5823.486, 48.248, -74.323
5823.853, 48.248, -74.321
5824.219, 48.247, -74.322
5824.585, 48.247, -74.321
5824.951, 48.246, -74.317
5825.317, 48.245, -74.310
5825.684, 48.246, -74.302
5826.050, 48.247, -74.297
5826.416, 48.248, -74.298
5826.782, 48.249, -74.305
5827.148, 48.249, -74.316
5827.515, 48.248, -74.325
5827.881, 48.247, -74.329
5828.247, 48.245, -74.328
5828.613, 48.245, -74.326
5828.979, 48.244, -74.326
5829.346, 48.244, -74.330
5829.712, 48.243, -74.336
5830.078, 48.241, -74.340
5830.444, 48.240, -74.340
5830.811, 48.238, -74.335
5831.177, 48.238, -74.328
5831.543, 48.238, -74.324
5831.909, 48.238, -74.325
5832.275, 48.238, -74.328
5832.642, 48.238, -74.333
5833.008, 48.237, -74.338
5833.374, 48.237, -74.342
5833.740, 48.237, -74.349
5834.106, 48.236, -74.356
5834.473, 48.235, -74.364
5834.839, 48.234, -74.369
5835.205, 48.232, -74.368
5835.571, 48.231, -74.362
5835.938, 48.231, -74.355
5836.304, 48.232, -74.351
5836.670, 48.233, -74.353
5837.036, 48.233, -74.360
5837.402, 48.232, -74.368
5837.769, 48.231, -74.371
5838.135, 48.230, -74.368
5838.501, 48.229, -74.361
5838.867, 48.230, -74.355
5839.233, 48.230, -74.354
5839.600, 48.231, -74.361
5839.966, 48.231, -74.371
5840.332, 48.229, -74.378
5840.698, 48.227, -74.380
5841.064, 48.225, -74.376
5841.431, 48.225, -74.368
5841.797, 48.225, -74.364
5842.163, 48.225, -74.365
5842.529, 48.225, -74.371
5842.896, 48.224, -74.378
5843.262, 48.222, -74.382
5843.628, 48.220, -74.381
5843.994, 48.219, -74.376
5844.360, 48.218, -74.369
5844.727, 48.219, -74.364
5845.093, 48.219, -74.364
5845.459, 48.220, -74.369
5845.825, 48.220, -74.377
5846.191, 48.219, -74.384
5846.558, 48.218, -74.388
5846.924, 48.217, -74.388
5847.290, 48.216, -74.386
5847.656, 48.216, -74.383
5848.022, 48.216, -74.382
5848.389, 48.215, -74.382
5848.755, 48.215, -74.383
5849.121, 48.215, -74.382
5849.487, 48.214, -74.381
5849.854, 48.214, -74.380
5850.220, 48.214, -74.379
5850.586, 48.214, -74.379
5850.952, 48.214, -74.380
5851.318, 48.214, -74.381
5851.685, 48.214, -74.383
5852.051, 48.214, -74.388
5852.417, 48.214, -74.395
5852.783, 48.213, -74.402
5853.149, 48.212, -74.406
5853.516, 48.210, -74.406
5853.882, 48.209, -74.403
5854.248, 48.208, -74.399
5854.614, 48.208, -74.398
5854.980, 48.208, -74.399
5855.347, 48.207, -74.401
5855.713, 48.206, -74.401
5856.079, 48.204, -74.397
5856.445, 48.204, -74.390
5856.812, 48.204, -74.384
5857.178, 48.205, -74.382
5857.544, 48.205, -74.386
5857.910, 48.205, -74.394
5858.276, 48.203, -74.400
5858.643, 48.202, -74.401
5859.009, 48.200, -74.398
5859.375, 48.200, -74.392
5859.741, 48.200, -74.388
5860.107, 48.200, -74.388
5860.474, 48.200, -74.391
5860.840, 48.200, -74.395
5861.206, 48.199, -74.398
5861.572, 48.199, -74.402
5861.938, 48.199, -74.410
5862.305, 48.198, -74.421
5862.671, 48.197, -74.430
5863.037, 48.194, -74.432
5863.403, 48.192, -74.424
5863.770, 48.191, -74.408
5864.136, 48.192, -74.395
5864.502, 48.194, -74.392
5864.868, 48.196, -74.404
5865.234, 48.196, -74.423
5865.601, 48.193, -74.439
5865.967, 48.190, -74.440
5866.333, 48.187, -74.427
5866.699, 48.186, -74.406
5867.065, 48.187, -74.389
5867.432, 48.189, -74.384
5867.798, 48.191, -74.391
5868.164, 48.191, -74.403
5868.530, 48.190, -74.412
5868.896, 48.188, -74.412
5869.263, 48.187, -74.405
5869.629, 48.187, -74.398
5869.995, 48.188, -74.397
5870.361, 48.188, -74.403
5870.728, 48.188, -74.414
5871.094, 48.187, -74.423
5871.460, 48.186, -74.427
5871.826, 48.184, -74.426
5872.192, 48.184, -74.424
5872.559, 48.184, -74.425
5872.925, 48.184, -74.430
5873.291, 48.183, -74.437
5873.657, 48.182, -74.441
5874.023, 48.180, -74.440
5874.390, 48.180, -74.434
5874.756, 48.180, -74.425
5875.122, 48.181, -74.419
5875.488, 48.182, -74.419
5875.854, 48.184, -74.426
5876.221, 48.184, -74.438
5876.587, 48.184, -74.452
5876.953, 48.183, -74.462
5877.319, 48.181, -74.465
5877.686, 48.179, -74.460
5878.052, 48.178, -74.450
5878.418, 48.178, -74.440
5878.784, 48.179, -74.435
5879.150, 48.180, -74.439
5879.517, 48.180, -74.449
5879.883, 48.179, -74.460
5880.249, 48.176, -74.465
5880.615, 48.174, -74.463
5880.981, 48.172, -74.455
5881.348, 48.172, -74.446
5881.714, 48.172, -74.441
5882.080, 48.172, -74.443
5882.446, 48.172, -74.449
5882.812, 48.171, -74.455
5883.179, 48.170, -74.459
5883.545, 48.169, -74.458
5883.911, 48.168, -74.455
5884.277, 48.168, -74.453
5884.644, 48.168, -74.454
5885.010, 48.169, -74.457
5885.376, 48.169, -74.464
5885.742, 48.170, -74.474
5886.108, 48.170, -74.485
5886.475, 48.169, -74.497
5886.841, 48.167, -74.507
5887.207, 48.165, -74.510
5887.573, 48.163, -74.505
5887.939, 48.161, -74.495
5888.306, 48.161, -74.484
5888.672, 48.162, -74.478
5889.038, 48.163, -74.478
5889.404, 48.163, -74.485
5889.771, 48.163, -74.490
5890.137, 48.161, -74.490
5890.503, 48.160, -74.482
5890.869, 48.159, -74.470
5891.235, 48.160, -74.462
5891.602, 48.162, -74.462
5891.968, 48.162, -74.471
5892.334, 48.162, -74.482
5892.700, 48.160, -74.486
5893.066, 48.158, -74.482
5893.433, 48.157, -74.471
5893.799, 48.158, -74.463
5894.165, 48.160, -74.465
5894.531, 48.161, -74.477
5894.897, 48.161, -74.495
5895.264, 48.158, -74.507
5895.630, 48.156, -74.509
5895.996, 48.154, -74.500
5896.362, 48.153, -74.488
5896.729, 48.155, -74.481
5897.095, 48.156, -74.485
5897.461, 48.157, -74.499
5897.827, 48.156, -74.515
5898.193, 48.153, -74.525
5898.560, 48.151, -74.525
5898.926, 48.149, -74.518
5899.292, 48.148, -74.508
5899.658, 48.148, -74.503
5900.024, 48.148, -74.503
5900.391, 48.147, -74.505
5900.757, 48.146, -74.505
5901.123, 48.145, -74.501
5901.489, 48.145, -74.496
5901.855, 48.145, -74.492
5902.222, 48.146, -74.492
5902.588, 48.146, -74.497
5902.954, 48.146, -74.503
5903.320, 48.145, -74.507
5903.687, 48.144, -74.510
5904.053, 48.144, -74.513
5904.419, 48.143, -74.518
5904.785, 48.143, -74.524
5905.151, 48.141, -74.529
5905.518, 48.139, -74.527
5905.884, 48.138, -74.521
5906.250, 48.138, -74.512
5906.616, 48.138, -74.506
5906.982, 48.139, -74.509
5907.349, 48.139, -74.518
5907.715, 48.139, -74.528
5908.081, 48.137, -74.534
5908.447, 48.134, -74.531
5908.813, 48.133, -74.522
5909.180, 48.133, -74.512
5909.546, 48.134, -74.506
5909.912, 48.135, -74.508
5910.278, 48.136, -74.516
5910.645, 48.135, -74.528
5911.011, 48.134, -74.537
5911.377, 48.132, -74.540
5911.743, 48.130, -74.537
5912.109, 48.130, -74.530
5912.476, 48.130, -74.524
5912.842, 48.131, -74.523
5913.208, 48.131, -74.528
5913.574, 48.131, -74.537
5913.940, 48.130, -74.547
5914.307, 48.129, -74.551
5914.673, 48.127, -74.547
5915.039, 48.126, -74.538
5915.405, 48.126, -74.529
5915.771, 48.127, -74.524
