Freq(Hz), SPL(dB), Phase(degrees)
15748.535, 39.659, -85.344
15748.901, 39.664, -85.345
15749.268, 39.667, -85.365
15749.634, 39.667, -85.393
15750.000, 39.664, -85.411
15750.366, 39.661, -85.405
15750.732, 39.659, -85.381
15751.099, 39.660, -85.351
15751.465, 39.665, -85.336
15751.831, 39.670, -85.343
15752.197, 39.675, -85.374
15752.563, 39.677, -85.419
15752.930, 39.675, -85.469
15753.296, 39.670, -85.512
15753.662, 39.662, -85.537
15754.028, 39.653, -85.536
15754.395, 39.645, -85.506
15754.761, 39.641, -85.457
15755.127, 39.642, -85.407
15755.493, 39.647, -85.373
15755.859, 39.652, -85.366
15756.226, 39.656, -85.379
15756.592, 39.657, -85.397
15756.958, 39.656, -85.406
15757.324, 39.655, -85.402
15757.690, 39.656, -85.395
15758.057, 39.657, -85.395
15758.423, 39.658, -85.404
15758.789, 39.658, -85.417
15759.155, 39.656, -85.421
15759.521, 39.654, -85.413
15759.888, 39.654, -85.398
15760.254, 39.656, -85.390
15760.620, 39.658, -85.399
15760.986, 39.659, -85.421
15761.353, 39.656, -85.445
15761.719, 39.652, -85.456
15762.085, 39.647, -85.447
15762.451, 39.644, -85.420
15762.817, 39.643, -85.388
15763.184, 39.646, -85.362
15763.550, 39.649, -85.349
15763.916, 39.654, -85.351
15764.282, 39.657, -85.367
15764.648, 39.659, -85.392
15765.015, 39.658, -85.419
15765.381, 39.655, -85.436
15765.747, 39.651, -85.437
15766.113, 39.649, -85.422
15766.479, 39.648, -85.399
15766.846, 39.650, -85.384
15767.212, 39.653, -85.385
15767.578, 39.655, -85.401
15767.944, 39.654, -85.423
15768.311, 39.651, -85.438
15768.677, 39.645, -85.434
15769.043, 39.641, -85.409
15769.409, 39.639, -85.370
15769.775, 39.641, -85.329
15770.142, 39.646, -85.304
15770.508, 39.652, -85.308
15770.874, 39.656, -85.342
15771.240, 39.655, -85.389
15771.606, 39.649, -85.420
15771.973, 39.641, -85.414
15772.339, 39.635, -85.372
15772.705, 39.636, -85.320
15773.071, 39.643, -85.296
15773.438, 39.649, -85.314
15773.804, 39.651, -85.359
15774.170, 39.646, -85.393
15774.536, 39.640, -85.389
15774.902, 39.637, -85.352
15775.269, 39.641, -85.316
15775.635, 39.649, -85.317
15776.001, 39.655, -85.361
15776.367, 39.654, -85.423
15776.733, 39.648, -85.466
15777.100, 39.639, -85.471
15777.466, 39.633, -85.446
15777.832, 39.632, -85.415
15778.198, 39.632, -85.395
15778.564, 39.633, -85.385
15778.931, 39.633, -85.376
15779.297, 39.633, -85.365
15779.663, 39.634, -85.359
15780.029, 39.635, -85.363
15780.396, 39.635, -85.373
15780.762, 39.632, -85.373
15781.128, 39.629, -85.353
15781.494, 39.630, -85.321
15781.860, 39.635, -85.303
15782.227, 39.642, -85.318
15782.593, 39.645, -85.361
15782.959, 39.643, -85.407
15783.325, 39.637, -85.431
15783.691, 39.633, -85.426
15784.058, 39.631, -85.412
15784.424, 39.633, -85.410
15784.790, 39.633, -85.426
15785.156, 39.631, -85.443
15785.522, 39.627, -85.442
15785.889, 39.625, -85.423
15786.255, 39.626, -85.401
15786.621, 39.628, -85.398
15786.987, 39.630, -85.413
15787.354, 39.627, -85.427
15787.720, 39.622, -85.414
15788.086, 39.619, -85.369
15788.452, 39.622, -85.312
15788.818, 39.630, -85.276
15789.185, 39.639, -85.280
15789.551, 39.645, -85.318
15789.917, 39.646, -85.363
15790.283, 39.644, -85.394
15790.649, 39.641, -85.406
15791.016, 39.639, -85.412
15791.382, 39.637, -85.423
15791.748, 39.635, -85.441
15792.114, 39.630, -85.454
15792.480, 39.624, -85.449
15792.847, 39.620, -85.423
15793.213, 39.620, -85.392
15793.579, 39.624, -85.378
15793.945, 39.629, -85.396
15794.312, 39.631, -85.443
15794.678, 39.627, -85.495
15795.044, 39.619, -85.524
15795.410, 39.609, -85.511
15795.776, 39.604, -85.458
15796.143, 39.605, -85.392
15796.509, 39.613, -85.347
15796.875, 39.624, -85.346
15797.241, 39.632, -85.386
15797.607, 39.634, -85.442
15797.974, 39.630, -85.482
15798.340, 39.625, -85.488
15798.706, 39.621, -85.465
15799.072, 39.621, -85.430
15799.438, 39.623, -85.404
15799.805, 39.627, -85.393
15800.171, 39.630, -85.396
15800.537, 39.632, -85.407
15800.903, 39.632, -85.424
15801.270, 39.630, -85.443
15801.636, 39.626, -85.457
15802.002, 39.620, -85.456
15802.368, 39.614, -85.433
15802.734, 39.612, -85.394
15803.101, 39.613, -85.359
15803.467, 39.618, -85.348
15803.833, 39.622, -85.369
15804.199, 39.622, -85.409
15804.565, 39.618, -85.441
15804.932, 39.612, -85.448
15805.298, 39.608, -85.430
15805.664, 39.609, -85.408
15806.030, 39.613, -85.405
15806.396, 39.616, -85.429
15806.763, 39.616, -85.468
15807.129, 39.612, -85.493
15807.495, 39.606, -85.488
15807.861, 39.603, -85.452
15808.228, 39.605, -85.406
15808.594, 39.610, -85.373
15808.960, 39.618, -85.368
15809.326, 39.623, -85.384
15809.692, 39.624, -85.403
15810.059, 39.623, -85.409
15810.425, 39.623, -85.397
15810.791, 39.624, -85.378
15811.157, 39.627, -85.369
15811.523, 39.631, -85.378
15811.890, 39.631, -85.401
15812.256, 39.629, -85.423
15812.622, 39.625, -85.433
15812.988, 39.621, -85.429
15813.354, 39.618, -85.421
15813.721, 39.616, -85.418
15814.087, 39.614, -85.421
15814.453, 39.610, -85.420
15814.819, 39.606, -85.406
15815.186, 39.604, -85.380
15815.552, 39.605, -85.356
15815.918, 39.610, -85.354
15816.284, 39.613, -85.381
15816.650, 39.612, -85.423
15817.017, 39.607, -85.453
15817.383, 39.600, -85.450
15817.749, 39.596, -85.415
15818.115, 39.597, -85.370
15818.481, 39.603, -85.344
15818.848, 39.610, -85.355
15819.214, 39.614, -85.394
15819.580, 39.613, -85.439
15819.946, 39.607, -85.467
15820.312, 39.600, -85.464
15820.679, 39.594, -85.433
15821.045, 39.593, -85.390
15821.411, 39.595, -85.351
15821.777, 39.601, -85.335
15822.144, 39.606, -85.349
15822.510, 39.609, -85.391
15822.876, 39.607, -85.440
15823.242, 39.600, -85.473
15823.608, 39.592, -85.471
15823.975, 39.587, -85.436
15824.341, 39.588, -85.397
15824.707, 39.594, -85.387
15825.073, 39.600, -85.423
15825.439, 39.600, -85.486
15825.806, 39.593, -85.537
15826.172, 39.582, -85.540
15826.538, 39.575, -85.488
15826.904, 39.575, -85.412
15827.271, 39.584, -85.357
15827.637, 39.595, -85.352
15828.003, 39.604, -85.389
15828.369, 39.606, -85.439
15828.735, 39.604, -85.469
15829.102, 39.601, -85.470
15829.468, 39.600, -85.454
15829.834, 39.602, -85.444
15830.200, 39.604, -85.452
15830.566, 39.604, -85.471
15830.933, 39.600, -85.484
15831.299, 39.595, -85.479
15831.665, 39.592, -85.456
15832.031, 39.591, -85.427
15832.397, 39.592, -85.407
15832.764, 39.593, -85.401
15833.130, 39.595, -85.409
15833.496, 39.594, -85.424
15833.862, 39.592, -85.438
15834.229, 39.590, -85.445
15834.595, 39.588, -85.446
15834.961, 39.587, -85.444
15835.327, 39.586, -85.444
15835.693, 39.586, -85.447
15836.060, 39.585, -85.449
15836.426, 39.584, -85.446
15836.792, 39.584, -85.433
15837.158, 39.586, -85.414
15837.524, 39.590, -85.401
15837.891, 39.595, -85.402
15838.257, 39.599, -85.420
15838.623, 39.600, -85.442
15838.989, 39.599, -85.457
15839.355, 39.597, -85.455
15839.722, 39.596, -85.443
15840.088, 39.597, -85.432
15840.454, 39.597, -85.426
15840.820, 39.595, -85.421
15841.187, 39.592, -85.403
15841.553, 39.591, -85.368
15841.919, 39.592, -85.324
15842.285, 39.598, -85.296
15842.651, 39.606, -85.300
15843.018, 39.611, -85.337
15843.384, 39.611, -85.389
15843.750, 39.607, -85.430
15844.116, 39.601, -85.449
15844.482, 39.596, -85.450
15844.849, 39.593, -85.446
15845.215, 39.591, -85.445
15845.581, 39.587, -85.439
15845.947, 39.585, -85.421
15846.313, 39.585, -85.393
15846.680, 39.589, -85.372
15847.046, 39.596, -85.380
15847.412, 39.600, -85.420
15847.778, 39.598, -85.472
15848.145, 39.592, -85.502
15848.511, 39.584, -85.490
15848.877, 39.580, -85.448
15849.243, 39.583, -85.408
15849.609, 39.589, -85.406
15849.976, 39.593, -85.444
15850.342, 39.589, -85.493
15850.708, 39.579, -85.513
15851.074, 39.569, -85.483
15851.440, 39.564, -85.415
15851.807, 39.566, -85.345
15852.173, 39.574, -85.309
15852.539, 39.582, -85.316
15852.905, 39.587, -85.353
15853.271, 39.587, -85.393
15853.638, 39.583, -85.417
15854.004, 39.580, -85.420
15854.370, 39.578, -85.411
15854.736, 39.579, -85.401
15855.103, 39.582, -85.401
15855.469, 39.584, -85.414
15855.835, 39.586, -85.439
15856.201, 39.585, -85.468
15856.567, 39.582, -85.487
15856.934, 39.577, -85.488
15857.300, 39.574, -85.470
15857.666, 39.573, -85.442
15858.032, 39.574, -85.418
15858.398, 39.576, -85.405
15858.765, 39.577, -85.402
15859.131, 39.577, -85.401
15859.497, 39.576, -85.394
15859.863, 39.575, -85.381
15860.229, 39.575, -85.366
15860.596, 39.575, -85.351
15860.962, 39.575, -85.335
15861.328, 39.577, -85.319
15861.694, 39.580, -85.310
15862.061, 39.584, -85.318
15862.427, 39.587, -85.348
15862.793, 39.587, -85.392
15863.159, 39.582, -85.430
15863.525, 39.576, -85.445
15863.892, 39.571, -85.436
15864.258, 39.570, -85.419
15864.624, 39.571, -85.416
15864.990, 39.572, -85.431
15865.356, 39.570, -85.452
15865.723, 39.566, -85.455
15866.089, 39.563, -85.433
15866.455, 39.565, -85.399
15866.821, 39.572, -85.380
15867.188, 39.580, -85.395
15867.554, 39.586, -85.442
15867.920, 39.586, -85.497
15868.286, 39.582, -85.533
15868.652, 39.578, -85.538
15869.019, 39.576, -85.522
15869.385, 39.577, -85.507
15869.751, 39.581, -85.511
15870.117, 39.582, -85.535
15870.483, 39.581, -85.563
15870.850, 39.576, -85.576
15871.216, 39.571, -85.564
15871.582, 39.568, -85.534
15871.948, 39.569, -85.505
15872.314, 39.573, -85.496
15872.681, 39.575, -85.513
15873.047, 39.574, -85.543
15873.413, 39.568, -85.561
15873.779, 39.561, -85.549
15874.146, 39.557, -85.509
15874.512, 39.557, -85.464
15874.878, 39.562, -85.443
15875.244, 39.567, -85.460
15875.610, 39.567, -85.502
15875.977, 39.561, -85.535
15876.343, 39.552, -85.531
15876.709, 39.545, -85.483
15877.075, 39.545, -85.416
15877.441, 39.552, -85.366
15877.808, 39.561, -85.359
15878.174, 39.569, -85.393
15878.540, 39.571, -85.444
15878.906, 39.568, -85.483
15879.272, 39.563, -85.495
15879.639, 39.560, -85.482
15880.005, 39.559, -85.461
15880.371, 39.562, -85.447
15880.737, 39.564, -85.445
15881.104, 39.566, -85.452
15881.470, 39.567, -85.460
15881.836, 39.568, -85.465
15882.202, 39.569, -85.470
15882.568, 39.570, -85.481
15882.935, 39.571, -85.500
15883.301, 39.568, -85.522
15883.667, 39.563, -85.533
15884.033, 39.557, -85.519
15884.399, 39.552, -85.477
15884.766, 39.553, -85.420
15885.132, 39.558, -85.374
15885.498, 39.567, -85.364
15885.864, 39.575, -85.397
15886.230, 39.577, -85.456
15886.597, 39.572, -85.511
15886.963, 39.563, -85.536
15887.329, 39.555, -85.526
15887.695, 39.549, -85.492
15888.062, 39.547, -85.455
15888.428, 39.547, -85.429
15888.794, 39.548, -85.414
15889.160, 39.549, -85.403
15889.526, 39.550, -85.395
15889.893, 39.552, -85.393
15890.259, 39.554, -85.403
15890.625, 39.555, -85.426
15890.991, 39.553, -85.449
15891.357, 39.550, -85.457
15891.724, 39.547, -85.447
15892.090, 39.547, -85.428
15892.456, 39.551, -85.422
15892.822, 39.555, -85.443
15893.188, 39.556, -85.485
15893.555, 39.552, -85.528
15893.921, 39.544, -85.545
15894.287, 39.537, -85.525
15894.653, 39.534, -85.482
15895.020, 39.537, -85.441
15895.386, 39.543, -85.426
15895.752, 39.548, -85.443
15896.118, 39.549, -85.476
15896.484, 39.546, -85.500
15896.851, 39.541, -85.497
15897.217, 39.537, -85.466
15897.583, 39.539, -85.422
15897.949, 39.544, -85.392
15898.315, 39.552, -85.391
15898.682, 39.559, -85.424
15899.048, 39.561, -85.477
15899.414, 39.558, -85.527
15899.780, 39.551, -85.557
15900.146, 39.544, -85.557
15900.513, 39.538, -85.533
15900.879, 39.535, -85.500
15901.245, 39.535, -85.470
15901.611, 39.536, -85.452
15901.978, 39.537, -85.444
15902.344, 39.538, -85.442
15902.710, 39.538, -85.441
15903.076, 39.538, -85.439
15903.442, 39.538, -85.440
15903.809, 39.538, -85.443
15904.175, 39.536, -85.448
15904.541, 39.534, -85.450
15904.907, 39.532, -85.445
15905.273, 39.530, -85.430
15905.640, 39.530, -85.410
15906.006, 39.531, -85.391
15906.372, 39.534, -85.382
15906.738, 39.537, -85.387
15907.104, 39.540, -85.404
15907.471, 39.541, -85.431
15907.837, 39.541, -85.460
15908.203, 39.538, -85.489
15908.569, 39.534, -85.509
15908.936, 39.529, -85.515
15909.302, 39.523, -85.500
15909.668, 39.520, -85.464
15910.034, 39.521, -85.420
15910.400, 39.526, -85.387
15910.767, 39.534, -85.384
15911.133, 39.541, -85.417
15911.499, 39.543, -85.470
15911.865, 39.540, -85.517
15912.231, 39.534, -85.535
15912.598, 39.528, -85.518
15912.964, 39.526, -85.484
15913.330, 39.528, -85.455
15913.696, 39.532, -85.447
15914.062, 39.533, -85.452
15914.429, 39.533, -85.454
15914.795, 39.531, -85.441
15915.161, 39.532, -85.413
15915.527, 39.535, -85.386
15915.894, 39.540, -85.374
15916.260, 39.545, -85.380
15916.626, 39.548, -85.396
15916.992, 39.550, -85.413
15917.358, 39.551, -85.432
15917.725, 39.552, -85.459
15918.091, 39.552, -85.500
15918.457, 39.547, -85.542
15918.823, 39.539, -85.566
15919.189, 39.530, -85.559
15919.556, 39.524, -85.526
15919.922, 39.523, -85.490
15920.288, 39.526, -85.475
15920.654, 39.527, -85.489
15921.021, 39.525, -85.514
15921.387, 39.519, -85.523
15921.753, 39.514, -85.505
15922.119, 39.513, -85.471
15922.485, 39.515, -85.448
15922.852, 39.519, -85.454
15923.218, 39.520, -85.481
15923.584, 39.517, -85.502
15923.950, 39.512, -85.496
15924.316, 39.509, -85.464
15924.683, 39.512, -85.433
15925.049, 39.519, -85.433
15925.415, 39.523, -85.473
15925.781, 39.520, -85.527
15926.147, 39.512, -85.558
15926.514, 39.501, -85.539
15926.880, 39.496, -85.476
15927.246, 39.498, -85.404
15927.612, 39.507, -85.363
15927.979, 39.517, -85.372
15928.345, 39.524, -85.421
15928.711, 39.524, -85.479
15929.077, 39.520, -85.521
15929.443, 39.515, -85.534
15929.810, 39.511, -85.524
15930.176, 39.511, -85.507
15930.542, 39.513, -85.495
15930.908, 39.516, -85.496
15931.274, 39.519, -85.510
15931.641, 39.521, -85.535
15932.007, 39.520, -85.561
15932.373, 39.517, -85.576
15932.739, 39.512, -85.568
15933.105, 39.508, -85.535
15933.472, 39.509, -85.485
15933.838, 39.513, -85.438
15934.204, 39.520, -85.412
15934.570, 39.528, -85.414
15934.937, 39.532, -85.434
15935.303, 39.532, -85.455
15935.669, 39.531, -85.464
15936.035, 39.529, -85.460
15936.401, 39.528, -85.452
15936.768, 39.527, -85.450
15937.134, 39.526, -85.458
15937.500, 39.522, -85.469
15937.866, 39.517, -85.474
15938.232, 39.510, -85.464
15938.599, 39.504, -85.440
15938.965, 39.500, -85.406
15939.331, 39.499, -85.374
15939.697, 39.500, -85.351
15940.063, 39.502, -85.344
15940.430, 39.504, -85.355
15940.796, 39.505, -85.377
15941.162, 39.504, -85.401
15941.528, 39.501, -85.415
15941.895, 39.500, -85.415
15942.261, 39.500, -85.408
15942.627, 39.503, -85.407
15942.993, 39.508, -85.426
15943.359, 39.512, -85.467
15943.726, 39.512, -85.518
15944.092, 39.507, -85.560
15944.458, 39.501, -85.576
15944.824, 39.495, -85.559
15945.190, 39.492, -85.521
15945.557, 39.493, -85.480
15945.923, 39.497, -85.452
15946.289, 39.502, -85.444
15946.655, 39.505, -85.449
15947.021, 39.506, -85.457
15947.388, 39.506, -85.457
15947.754, 39.507, -85.450
15948.120, 39.508, -85.442
15948.486, 39.511, -85.444
15948.853, 39.514, -85.462
15949.219, 39.515, -85.494
15949.585, 39.513, -85.527
15949.951, 39.509, -85.549
15950.317, 39.505, -85.553
15950.684, 39.502, -85.544
15951.050, 39.502, -85.534
15951.416, 39.504, -85.538
15951.782, 39.505, -85.560
15952.148, 39.504, -85.591
15952.515, 39.500, -85.613
15952.881, 39.493, -85.611
15953.247, 39.488, -85.579
15953.613, 39.487, -85.527
15953.979, 39.490, -85.471
15954.346, 39.497, -85.432
15954.712, 39.506, -85.417
15955.078, 39.514, -85.427
15955.444, 39.520, -85.454
15955.811, 39.523, -85.487
15956.177, 39.523, -85.518
15956.543, 39.520, -85.538
15956.909, 39.517, -85.547
15957.275, 39.513, -85.545
15957.642, 39.510, -85.539
15958.008, 39.507, -85.532
15958.374, 39.504, -85.526
15958.740, 39.501, -85.516
15959.106, 39.498, -85.500
15959.473, 39.497, -85.481
15959.839, 39.498, -85.471
15960.205, 39.500, -85.480
15960.571, 39.500, -85.511
15960.938, 39.497, -85.550
15961.304, 39.490, -85.573
15961.670, 39.483, -85.566
15962.036, 39.480, -85.536
15962.402, 39.483, -85.509
15962.769, 39.489, -85.513
15963.135, 39.493, -85.555
15963.501, 39.492, -85.611
15963.867, 39.485, -85.646
15964.233, 39.477, -85.636
15964.600, 39.474, -85.593
15964.966, 39.477, -85.551
15965.332, 39.483, -85.540
15965.698, 39.487, -85.562
15966.064, 39.485, -85.589
15966.431, 39.480, -85.587
15966.797, 39.477, -85.548
15967.163, 39.480, -85.501
15967.529, 39.487, -85.484
15967.896, 39.494, -85.517
15968.262, 39.493, -85.578
15968.628, 39.484, -85.623
15968.994, 39.471, -85.613
15969.360, 39.462, -85.547
15969.727, 39.461, -85.463
15970.093, 39.468, -85.407
15970.459, 39.478, -85.401
15970.825, 39.484, -85.436
15971.191, 39.484, -85.481
15971.558, 39.482, -85.511
15971.924, 39.479, -85.523
15972.290, 39.478, -85.528
15972.656, 39.477, -85.540
15973.022, 39.476, -85.556
15973.389, 39.473, -85.564
15973.755, 39.470, -85.556
15974.121, 39.469, -85.533
15974.487, 39.470, -85.513
15974.854, 39.474, -85.507
15975.220, 39.476, -85.517
15975.586, 39.476, -85.529
15975.952, 39.475, -85.530
15976.318, 39.473, -85.514
15976.685, 39.474, -85.491
15977.051, 39.478, -85.478
15977.417, 39.481, -85.485
15977.783, 39.482, -85.506
15978.149, 39.480, -85.527
15978.516, 39.475, -85.531
15978.882, 39.470, -85.511
15979.248, 39.469, -85.475
15979.614, 39.472, -85.443
15979.980, 39.478, -85.433
15980.347, 39.484, -85.458
15980.713, 39.487, -85.512
15981.079, 39.485, -85.572
15981.445, 39.479, -85.613
15981.812, 39.471, -85.620
15982.178, 39.465, -85.595
15982.544, 39.465, -85.562
15982.910, 39.470, -85.547
15983.276, 39.475, -85.566
15983.643, 39.478, -85.610
15984.009, 39.475, -85.654
15984.375, 39.468, -85.673
15984.741, 39.462, -85.657
15985.107, 39.459, -85.617
15985.474, 39.461, -85.578
15985.840, 39.466, -85.557
15986.206, 39.470, -85.558
15986.572, 39.472, -85.569
15986.938, 39.472, -85.578
15987.305, 39.473, -85.582
15987.671, 39.473, -85.587
15988.037, 39.473, -85.602
15988.403, 39.470, -85.622
15988.770, 39.465, -85.633
15989.136, 39.458, -85.620
15989.502, 39.454, -85.582
15989.868, 39.454, -85.535
15990.234, 39.459, -85.504
15990.601, 39.464, -85.504
15990.967, 39.468, -85.529
15991.333, 39.468, -85.559
15991.699, 39.466, -85.575
15992.065, 39.464, -85.572
15992.432, 39.465, -85.562
15992.798, 39.468, -85.563
15993.164, 39.470, -85.583
15993.530, 39.470, -85.610
15993.896, 39.466, -85.625
15994.263, 39.462, -85.613
15994.629, 39.459, -85.576
15994.995, 39.461, -85.532
15995.361, 39.467, -85.503
15995.728, 39.474, -85.501
15996.094, 39.479, -85.520
15996.460, 39.481, -85.550
15996.826, 39.480, -85.576
15997.192, 39.477, -85.594
15997.559, 39.473, -85.602
15997.925, 39.468, -85.599
15998.291, 39.462, -85.582
15998.657, 39.458, -85.548
15999.023, 39.458, -85.504
15999.390, 39.460, -85.465
15999.756, 39.466, -85.448
16000.122, 39.472, -85.461
16000.488, 39.475, -85.495
16000.854, 39.473, -85.528
16001.221, 39.470, -85.544
16001.587, 39.468, -85.539
16001.953, 39.469, -85.529
16002.319, 39.473, -85.536
16002.686, 39.477, -85.568
16003.052, 39.476, -85.617
16003.418, 39.471, -85.655
16003.784, 39.462, -85.660
16004.150, 39.455, -85.625
16004.517, 39.454, -85.568
16004.883, 39.458, -85.519
16005.249, 39.465, -85.504
16005.615, 39.471, -85.528
16005.981, 39.471, -85.569
16006.348, 39.466, -85.599
16006.714, 39.458, -85.596
16007.080, 39.451, -85.559
16007.446, 39.448, -85.504
16007.812, 39.449, -85.456
16008.179, 39.453, -85.431
16008.545, 39.456, -85.428
16008.911, 39.456, -85.435
16009.277, 39.455, -85.438
16009.644, 39.454, -85.432
16010.010, 39.454, -85.423
16010.376, 39.456, -85.423
16010.742, 39.459, -85.442
16011.108, 39.460, -85.477
16011.475, 39.458, -85.519
16011.841, 39.453, -85.554
16012.207, 39.446, -85.574
16012.573, 39.439, -85.573
16012.939, 39.433, -85.555
16013.306, 39.430, -85.524
16013.672, 39.429, -85.484
16014.038, 39.431, -85.445
16014.404, 39.436, -85.417
16014.771, 39.443, -85.409
16015.137, 39.450, -85.428
16015.503, 39.454, -85.469
16015.869, 39.454, -85.519
16016.235, 39.450, -85.562
16016.602, 39.443, -85.584
16016.968, 39.434, -85.579
16017.334, 39.427, -85.546
16017.700, 39.423, -85.493
16018.066, 39.424, -85.433
16018.433, 39.430, -85.388
16018.799, 39.438, -85.377
16019.165, 39.446, -85.406
16019.531, 39.450, -85.465
16019.897, 39.447, -85.525
16020.264, 39.439, -85.555
16020.630, 39.432, -85.546
16020.996, 39.429, -85.512
16021.362, 39.433, -85.487
16021.729, 39.438, -85.492
16022.095, 39.442, -85.525
16022.461, 39.441, -85.560
16022.827, 39.437, -85.572
16023.193, 39.436, -85.556
16023.560, 39.440, -85.535
16023.926, 39.446, -85.539
16024.292, 39.452, -85.577
16024.658, 39.453, -85.630
16025.024, 39.448, -85.667
16025.391, 39.442, -85.669
16025.757, 39.439, -85.646
16026.123, 39.439, -85.623
16026.489, 39.439, -85.614
16026.855, 39.438, -85.612
16027.222, 39.433, -85.592
16027.588, 39.431, -85.541
16027.954, 39.433, -85.474
16028.320, 39.443, -85.427
16028.687, 39.455, -85.431
16029.053, 39.463, -85.483
16029.419, 39.464, -85.554
16029.785, 39.458, -85.607
16030.151, 39.450, -85.624
16030.518, 39.444, -85.614
16030.884, 39.441, -85.602
16031.250, 39.439, -85.598
16031.616, 39.435, -85.597
16031.982, 39.431, -85.584
16032.349, 39.429, -85.556
16032.715, 39.429, -85.526
16033.081, 39.432, -85.514
16033.447, 39.433, -85.523
16033.813, 39.431, -85.537
16034.180, 39.426, -85.530
16034.546, 39.422, -85.494
16034.912, 39.423, -85.443
16035.278, 39.429, -85.407
16035.645, 39.436, -85.405
16036.011, 39.439, -85.431
16036.377, 39.438, -85.458
16036.743, 39.435, -85.462
16037.109, 39.433, -85.443
16037.476, 39.435, -85.422
16037.842, 39.440, -85.428
16038.208, 39.443, -85.465
16038.574, 39.441, -85.515
16038.940, 39.435, -85.548
16039.307, 39.427, -85.548
16039.673, 39.424, -85.525
16040.039, 39.425, -85.508
16040.405, 39.428, -85.519
16040.771, 39.430, -85.558
16041.138, 39.426, -85.600
16041.504, 39.420, -85.618
16041.870, 39.415, -85.604
16042.236, 39.414, -85.572
16042.603, 39.419, -85.550
16042.969, 39.426, -85.559
16043.335, 39.431, -85.595
16043.701, 39.431, -85.637
16044.067, 39.428, -85.662
16044.434, 39.424, -85.656
16044.800, 39.424, -85.629
16045.166, 39.428, -85.602
16045.532, 39.434, -85.594
16045.898, 39.440, -85.613
16046.265, 39.442, -85.650
16046.631, 39.438, -85.684
16046.997, 39.431, -85.690
16047.363, 39.423, -85.656
16047.729, 39.419, -85.592
16048.096, 39.421, -85.520
16048.462, 39.428, -85.470
16048.828, 39.436, -85.459
16049.194, 39.441, -85.481
16049.561, 39.441, -85.511
16049.927, 39.437, -85.527
16050.293, 39.433, -85.520
16050.659, 39.431, -85.501
16051.025, 39.431, -85.488
16051.392, 39.432, -85.491
16051.758, 39.431, -85.507
16052.124, 39.429, -85.523
16052.490, 39.426, -85.530
16052.856, 39.424, -85.533
16053.223, 39.422, -85.541
16053.589, 39.420, -85.557
16053.955, 39.416, -85.572
16054.321, 39.410, -85.568
16054.688, 39.405, -85.536
16055.054, 39.405, -85.488
16055.420, 39.410, -85.451
16055.786, 39.419, -85.449
16056.152, 39.427, -85.489
16056.519, 39.429, -85.552
16056.885, 39.426, -85.610
16057.251, 39.419, -85.639
16057.617, 39.412, -85.632
16057.983, 39.409, -85.601
16058.350, 39.410, -85.568
16058.716, 39.415, -85.550
16059.082, 39.421, -85.556
16059.448, 39.425, -85.582
16059.814, 39.426, -85.614
16060.181, 39.425, -85.639
16060.547, 39.423, -85.651
16060.913, 39.422, -85.653
16061.279, 39.422, -85.653
16061.646, 39.422, -85.657
16062.012, 39.421, -85.663
16062.378, 39.419, -85.660
16062.744, 39.416, -85.642
16063.110, 39.416, -85.613
16063.477, 39.419, -85.590
16063.843, 39.423, -85.585
16064.209, 39.425, -85.601
16064.575, 39.424, -85.621
16064.941, 39.419, -85.625
16065.308, 39.414, -85.602
16065.674, 39.412, -85.562
16066.040, 39.414, -85.528
16066.406, 39.417, -85.513
16066.772, 39.419, -85.517
16067.139, 39.419, -85.526
16067.505, 39.417, -85.526
16067.871, 39.416, -85.518
16068.237, 39.416, -85.513
16068.604, 39.417, -85.517
16068.970, 39.417, -85.530
16069.336, 39.415, -85.539
16069.702, 39.413, -85.535
16070.068, 39.414, -85.526
16070.435, 39.417, -85.528
16070.801, 39.421, -85.555
16071.167, 39.421, -85.606
16071.533, 39.416, -85.661
16071.899, 39.407, -85.691
16072.266, 39.395, -85.679
16072.632, 39.387, -85.627
16072.998, 39.386, -85.557
16073.364, 39.390, -85.497
16073.730, 39.399, -85.473
16074.097, 39.407, -85.490
16074.463, 39.411, -85.534
16074.829, 39.408, -85.581
16075.195, 39.402, -85.602
16075.562, 39.395, -85.585
16075.928, 39.392, -85.537
16076.294, 39.396, -85.489
16076.660, 39.404, -85.469
16077.026, 39.412, -85.492
16077.393, 39.417, -85.548
16077.759, 39.415, -85.607
16078.125, 39.408, -85.640
16078.491, 39.401, -85.637
16078.857, 39.396, -85.607
16079.224, 39.396, -85.570
16079.590, 39.398, -85.544
16079.956, 39.401, -85.532
16080.322, 39.404, -85.530
16080.688, 39.405, -85.529
16081.055, 39.406, -85.528
16081.421, 39.406, -85.528
16081.787, 39.406, -85.528
16082.153, 39.405, -85.522
16082.520, 39.404, -85.506
16082.886, 39.405, -85.483
16083.252, 39.408, -85.467
16083.618, 39.413, -85.473
16083.984, 39.418, -85.511
16084.351, 39.417, -85.571
16084.717, 39.411, -85.628
16085.083, 39.400, -85.655
16085.449, 39.390, -85.639
16085.815, 39.384, -85.593
16086.182, 39.385, -85.547
16086.548, 39.390, -85.533
16086.914, 39.396, -85.558
16087.280, 39.397, -85.605
16087.646, 39.393, -85.642
16088.013, 39.387, -85.650
16088.379, 39.384, -85.631
16088.745, 39.386, -85.608
16089.111, 39.389, -85.603
